RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7091338,3254,638.837,-1,-1,-1,-1,4982650,549229,6774966,2690,39480
9,Bayern,8329071,8149,634.609,-1,-1,-1,-1,5931172,663971,7917617,9061,26119
11,Berlin,2427325,1911,661.488,-1,-1,-1,-1,1702296,279979,2280444,2148,8653
12,Brandenburg,1521000,1399,603.118,-1,-1,-1,-1,1046382,131773,1426972,1372,3486
4,Bremen,523692,210,768.776,-1,-1,-1,-1,353867,34169,492690,178,2889
2,Hamburg,1297490,1699,702.389,-1,-1,-1,-1,913550,118145,1218797,2008,2016
6,Hessen,4174956,3669,663.948,-1,-1,-1,-1,2904568,342380,3871117,5618,17475
13,Mecklenburg-Vorpommern,1037398,1011,645.093,-1,-1,-1,-1,755835,82006,979248,1197,1567
3,Niedersachsen,5548627,3949,694.133,-1,-1,-1,-1,3570724,470180,5136474,7754,5502
5,Nordrhein-Westfalen,12747661,11043,710.286,-1,-1,-1,-1,8972701,788891,11675310,13219,62415
7,Rheinland-Pfalz,2791796,2642,681.940,-1,-1,-1,-1,2001297,211781,2553479,3354,6290
10,Saarland,716775,687,726.299,-1,-1,-1,-1,536723,57288,679765,1274,1902
14,Sachsen,2289252,2576,562.198,-1,-1,-1,-1,1688943,203355,2158648,2544,3510
15,Sachsen-Anhalt,1351863,1242,615.944,-1,-1,-1,-1,949153,118450,1291027,1164,6346
1,Schleswig-Holstein,2078778,2061,715.889,-1,-1,-1,-1,1432323,167953,1937337,3667,14406
16,Thüringen,1259828,839,594.192,-1,-1,-1,-1,900320,125122,1213846,1433,5629
0,Gesamt,55378969,46367,665.879,-1,-1,-1,-1,38724017,4427234,51791178,58709,207743
