RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,3419328,88014,308.037,-1,-1,-1,-1,2332090,211837,931929,21163
9,Bayern,4210935,127020,320.840,-1,-1,-1,-1,2998807,262929,1091298,35003
11,Berlin,1052506,28512,286.826,-1,-1,-1,-1,740507,62309,386230,9225
12,Brandenburg,705923,19055,279.918,-1,-1,-1,-1,483892,50537,225311,10026
4,Bremen,220042,5949,323.020,-1,-1,-1,-1,147903,12419,77608,2877
2,Hamburg,578853,14923,313.359,-1,-1,-1,-1,391893,45158,146013,3667
6,Hessen,1939791,61687,308.487,-1,-1,-1,-1,1275196,130227,516595,7542
13,Mecklenburg-Vorpommern,544496,18056,338.588,-1,-1,-1,-1,398403,34402,130714,6614
3,Niedersachsen,2597471,84453,324.944,-1,-1,-1,-1,1680324,182786,617055,13466
5,Nordrhein-Westfalen,5950399,158165,331.550,-1,-1,-1,-1,4172963,282692,1471616,20410
7,Rheinland-Pfalz,1250393,28972,305.428,-1,-1,-1,-1,887954,53907,423140,17155
10,Saarland,349253,10316,353.894,-1,-1,-1,-1,272917,22404,92230,1794
14,Sachsen,1146450,26401,281.547,-1,-1,-1,-1,823617,67524,476887,20481
15,Sachsen-Anhalt,691935,19780,315.264,-1,-1,-1,-1,490859,45406,188018,8036
1,Schleswig-Holstein,860859,22819,296.462,-1,-1,-1,-1,627742,48888,299169,11657
16,Thüringen,617759,15979,289.568,-1,-1,-1,-1,460223,36754,279271,8460
0,Gesamt,26205337,733366,315.094,-1,-1,-1,-1,18186534,1600265,7360108,199129
