RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7274211,5195,655.311,-1,-1,-1,-1,5135427,551776,6993514,7529,136030
9,Bayern,8544168,9513,650.997,-1,-1,-1,-1,6108596,670626,8208638,13611,103519
11,Berlin,2481495,2713,676.250,-1,-1,-1,-1,1743716,287559,2371100,4287,67439
12,Brandenburg,1564080,1985,620.201,-1,-1,-1,-1,1081885,131947,1489663,2827,14853
4,Bremen,539283,659,791.664,-1,-1,-1,-1,365394,34988,514217,771,11035
2,Hamburg,1338722,1659,724.710,-1,-1,-1,-1,945995,118567,1279345,2078,11799
6,Hessen,4284750,3331,681.408,-1,-1,-1,-1,2994407,344690,4031350,5525,70070
13,Mecklenburg-Vorpommern,1061549,620,660.111,-1,-1,-1,-1,775248,82552,1017889,893,11283
3,Niedersachsen,5676128,4872,710.083,-1,-1,-1,-1,3669180,470939,5356976,6893,38022
5,Nordrhein-Westfalen,13057293,10358,727.538,-1,-1,-1,-1,9235151,792290,12239831,21618,222672
7,Rheinland-Pfalz,2868159,2114,700.593,-1,-1,-1,-1,2063535,214027,2659789,3576,50403
10,Saarland,733105,691,742.846,-1,-1,-1,-1,549955,57330,702760,898,8823
14,Sachsen,2351897,2493,577.582,-1,-1,-1,-1,1740684,209443,2236194,3936,18369
15,Sachsen-Anhalt,1387107,1334,632.002,-1,-1,-1,-1,977574,119052,1337314,1808,23186
1,Schleswig-Holstein,2123780,1903,731.386,-1,-1,-1,-1,1470323,168518,2035228,2833,51489
16,Thüringen,1290434,1631,608.627,-1,-1,-1,-1,923603,126415,1248887,1967,19975
0,Gesamt,56769068,51111,682.594,-1,-1,-1,-1,39862896,4463352,53907281,81083,859169
