RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5599201,14900,504.415,-1,-1,-1,-1,3776183,481251,3380057,36820
9,Bayern,6271573,12870,477.844,-1,-1,-1,-1,4320323,458122,4023387,31198
11,Berlin,1887618,7553,514.409,-1,-1,-1,-1,1266034,206596,1082055,19414
12,Brandenburg,1252292,171,496.568,-1,-1,-1,-1,838972,112442,721109,404
4,Bremen,391497,1975,574.715,-1,-1,-1,-1,256299,22831,214839,786
2,Hamburg,890935,3829,482.303,-1,-1,-1,-1,591630,81917,550638,5142
6,Hessen,3165286,5770,503.379,-1,-1,-1,-1,2125137,237764,1832340,26181
13,Mecklenburg-Vorpommern,837812,133,520.983,-1,-1,-1,-1,595095,69769,535406,497
3,Niedersachsen,4137533,4972,517.605,-1,-1,-1,-1,2556741,277252,2432556,12318
5,Nordrhein-Westfalen,9539775,6773,531.546,-1,-1,-1,-1,6251160,660982,5924939,63572
7,Rheinland-Pfalz,2087597,3913,509.928,-1,-1,-1,-1,1414144,179555,1216350,4784
10,Saarland,533579,113,540.669,-1,-1,-1,-1,397338,36449,367363,1060
14,Sachsen,1843006,4826,452.608,-1,-1,-1,-1,1281133,165446,1261825,12507
15,Sachsen-Anhalt,1065026,81,485.254,-1,-1,-1,-1,729950,96683,662223,1133
1,Schleswig-Holstein,1584611,4888,545.708,-1,-1,-1,-1,1066703,117048,923590,8075
16,Thüringen,1044817,5132,489.748,-1,-1,-1,-1,728971,120797,627562,802
0,Gesamt,42284584,77899,508.432,-1,-1,-1,-1,28250232,3400793,25831503,224693
