RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8185550,1058,737.411,-1,-1,-1,-1,5887260,637536,8176238,4130,6184363
9,Bayern,9695240,1255,738.700,-1,-1,-1,-1,7094370,761520,9751502,5394,7172548
11,Berlin,2834366,412,772.414,-1,-1,-1,-1,2025848,329640,2801713,1296,2119589
12,Brandenburg,1751537,320,694.533,-1,-1,-1,-1,1234630,153098,1733922,1202,1265671
4,Bremen,611520,93,897.707,-1,-1,-1,-1,418777,45426,600985,350,427940
2,Hamburg,1526427,2215,826.323,-1,-1,-1,-1,1095483,129213,1515564,2430,1058648
6,Hessen,4812910,600,765.402,-1,-1,-1,-1,3434267,406541,4653076,2459,3427473
13,Mecklenburg-Vorpommern,1192805,222,741.730,-1,-1,-1,-1,882043,98953,1187512,1027,882294
3,Niedersachsen,6254320,937,782.415,-1,-1,-1,-1,4175305,514781,6158501,3929,4905488
5,Nordrhein-Westfalen,14366157,1506,800.467,-1,-1,-1,-1,10354995,905348,14038319,5237,10636641
7,Rheinland-Pfalz,3164878,307,773.071,-1,-1,-1,-1,2314065,241676,3052305,1012,2339987
10,Saarland,809045,69,819.795,-1,-1,-1,-1,610604,65668,803204,307,630556
14,Sachsen,2641796,442,648.776,-1,-1,-1,-1,1990959,241575,2591997,1539,1870320
15,Sachsen-Anhalt,1563754,390,712.487,-1,-1,-1,-1,1117426,146251,1580201,1379,1135532
1,Schleswig-Holstein,2334876,559,804.084,-1,-1,-1,-1,1651363,190869,2330101,2826,1933672
16,Thüringen,1482030,348,698.993,-1,-1,-1,-1,1076894,141028,1475452,1401,1058859
0,Gesamt,63428909,10737,762.672,-1,-1,-1,-1,45454268,5092440,62645144,35948,47189282
