RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7439004,6324,670.157,-1,-1,-1,-1,5277519,554301,7253847,7657,357942
9,Bayern,8791054,12102,669.808,-1,-1,-1,-1,6322701,675952,8565264,11646,444562
11,Berlin,2558925,3205,697.351,-1,-1,-1,-1,1800151,298752,2478086,4045,220057
12,Brandenburg,1599967,1253,634.431,-1,-1,-1,-1,1113392,132116,1544820,1578,65201
4,Bremen,554058,372,813.353,-1,-1,-1,-1,376807,35386,536612,566,37810
2,Hamburg,1385636,3576,750.106,-1,-1,-1,-1,983538,119048,1346894,3504,67754
6,Hessen,4377668,3278,696.185,-1,-1,-1,-1,3077833,346440,4177949,4172,217806
13,Mecklenburg-Vorpommern,1087823,701,676.449,-1,-1,-1,-1,797813,82810,1056346,919,48186
3,Niedersachsen,5776332,3269,722.619,-1,-1,-1,-1,3761063,471327,5530766,5909,272667
5,Nordrhein-Westfalen,13294718,8271,740.767,-1,-1,-1,-1,9448703,794006,12675335,13544,711054
7,Rheinland-Pfalz,2922724,2016,713.921,-1,-1,-1,-1,2111212,214314,2750550,2759,153998
10,Saarland,748071,489,758.011,-1,-1,-1,-1,562909,57424,725871,833,36996
14,Sachsen,2408024,2376,591.366,-1,-1,-1,-1,1791868,211577,2321557,2528,100745
15,Sachsen-Anhalt,1418329,1205,646.228,-1,-1,-1,-1,1005273,119646,1386553,1681,65993
1,Schleswig-Holstein,2161561,1227,744.397,-1,-1,-1,-1,1503688,168961,2091908,1641,145948
16,Thüringen,1325811,1040,625.313,-1,-1,-1,-1,952599,126761,1297161,1769,89911
0,Gesamt,58043550,50728,697.918,-1,-1,-1,-1,40970047,4491590,55925630,64795,3037757
