RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,2363578,75157,212.927,-1,-1,-1,-1,1525825,107164,756345,6824,-1
9,Bayern,3001586,92295,228.697,-1,-1,-1,-1,2068284,164592,898002,2912,-1
11,Berlin,777862,17321,211.981,-1,-1,-1,-1,512228,51057,308021,4336,-1
12,Brandenburg,544012,16366,215.716,-1,-1,-1,-1,364227,43168,173337,1663,-1
4,Bremen,167943,3605,246.539,-1,-1,-1,-1,113835,9475,51859,764,-1
2,Hamburg,418687,14452,226.654,-1,-1,-1,-1,272204,22525,108449,106,-1
6,Hessen,1270206,39396,202.002,-1,-1,-1,-1,813216,56978,461592,2410,-1
13,Mecklenburg-Vorpommern,367421,17146,228.476,-1,-1,-1,-1,261770,22653,104400,888,-1
3,Niedersachsen,1733535,61527,216.865,-1,-1,-1,-1,1105817,123620,519890,3020,-1
5,Nordrhein-Westfalen,4142754,108980,230.830,-1,-1,-1,-1,2690417,162642,1222700,6650,-1
7,Rheinland-Pfalz,915656,25545,223.663,-1,-1,-1,-1,629887,40491,278498,6289,-1
10,Saarland,244178,6767,247.422,-1,-1,-1,-1,184316,15107,78603,1192,-1
14,Sachsen,880922,20681,216.338,-1,-1,-1,-1,614075,50214,312606,8694,-1
15,Sachsen-Anhalt,508856,16642,231.848,-1,-1,-1,-1,336510,33880,132151,2092,-1
1,Schleswig-Holstein,650754,14543,224.106,-1,-1,-1,-1,451939,39717,194578,6974,-1
16,Thüringen,463760,11335,218.730,-1,-1,-1,-1,343874,26578,188979,6133,-1
0,Gesamt,18496378,545123,222.401,-1,-1,-1,-1,12289659,997621,5790531,61160,-1
