RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8000730,4041,720.761,-1,-1,-1,-1,5728206,617589,7771045,4035,4751338
9,Bayern,9481752,4178,722.434,-1,-1,-1,-1,6903683,741657,9256097,5166,5325302
11,Berlin,2770060,2713,754.889,-1,-1,-1,-1,1972237,322642,2652277,6263,1524973
12,Brandenburg,1711652,1750,678.717,-1,-1,-1,-1,1200751,147896,1647539,4559,896086
4,Bremen,596166,690,875.168,-1,-1,-1,-1,406476,43300,569690,1131,299373
2,Hamburg,1475449,1298,798.726,-1,-1,-1,-1,1050698,124760,1432983,1877,672773
6,Hessen,4681092,3886,744.439,-1,-1,-1,-1,3317498,393156,4432356,5648,2386615
13,Mecklenburg-Vorpommern,1166433,1183,725.331,-1,-1,-1,-1,859898,95084,1131671,3014,620161
3,Niedersachsen,6096717,4474,762.699,-1,-1,-1,-1,4030993,503671,5859380,8766,3653119
5,Nordrhein-Westfalen,14043342,8378,782.480,-1,-1,-1,-1,10071428,874694,13381930,17752,7913600
7,Rheinland-Pfalz,3086776,2061,753.993,-1,-1,-1,-1,2245288,233958,2905561,5035,1758405
10,Saarland,792791,957,803.325,-1,-1,-1,-1,597245,63541,766358,1760,489700
14,Sachsen,2577221,3170,632.917,-1,-1,-1,-1,1934968,233554,2472540,6687,1332531
15,Sachsen-Anhalt,1525337,284,694.983,-1,-1,-1,-1,1086266,139539,1492213,764,775023
1,Schleswig-Holstein,2276915,2814,784.123,-1,-1,-1,-1,1599007,185555,2212947,4135,1299844
16,Thüringen,1447777,1482,682.837,-1,-1,-1,-1,1046387,138515,1399858,4531,769294
0,Gesamt,61930498,43404,744.655,-1,-1,-1,-1,44139701,4942335,59574879,81268,34570045
