RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,450121,13100,40.550,263949,151707,13226,75388,410169,23081,238118,8454
9,Bayern,633229,24223,48.247,270445,292693,20591,114043,564814,19585,326562,9718
11,Berlin,160458,2899,43.728,112335,46394,150,40965,142042,5437,107576,2764
12,Brandenburg,94758,4243,37.574,41483,49221,2006,20544,82224,4123,73696,580
4,Bremen,32009,822,46.989,15269,13155,458,7682,27398,1931,19214,294
2,Hamburg,89986,2629,48.713,37701,45547,1947,15475,75055,1805,49847,1227
6,Hessen,245548,8472,39.050,124898,94470,6077,47531,230204,7973,119705,3866
13,Mecklenburg-Vorpommern,74504,2043,46.329,20937,31733,1591,22184,68704,3075,46978,1014
3,Niedersachsen,326099,14584,40.795,137594,135044,36793,90213,290451,10103,155493,3544
5,Nordrhein-Westfalen,780556,17884,43.492,231230,422926,15971,179578,680789,18884,341290,7600
7,Rheinland-Pfalz,192263,4908,46.963,74279,81657,255,36072,170521,4537,135687,1528
10,Saarland,45457,1405,46.061,26705,15326,4,9925,38199,1481,22207,602
14,Sachsen,184278,5418,45.255,66598,82239,6141,33404,171212,9059,85686,2076
15,Sachsen-Anhalt,89004,2369,40.553,32921,42777,4295,26746,76105,3349,50118,1223
1,Schleswig-Holstein,131419,2616,45.258,55726,51485,9515,48511,115885,3806,84537,1954
16,Thüringen,103593,2745,48.558,54815,40711,5133,19922,94221,6074,54149,2005
0,Gesamt,3633282,110360,43.687,1566885,1597085,124153,788183,3237993,124303,1910863,48449
