RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6679705,10993,601.754,-1,-1,-1,-1,4663667,535736,6041512,50567
9,Bayern,7843940,14031,597.645,-1,-1,-1,-1,5549911,640905,6804032,78904
11,Berlin,2254268,5466,614.327,-1,-1,-1,-1,1566515,259319,1929786,17878
12,Brandenburg,1417306,3044,562.001,-1,-1,-1,-1,967361,125548,1261354,9445
4,Bremen,483926,1047,710.400,-1,-1,-1,-1,327380,29415,431043,3480
2,Hamburg,1186541,3391,642.327,-1,-1,-1,-1,825491,116266,937856,10391
6,Hessen,3891292,7649,618.836,-1,-1,-1,-1,2671837,329695,3298621,30854
13,Mecklenburg-Vorpommern,968361,2385,602.163,-1,-1,-1,-1,702879,77657,858173,9557
3,Niedersachsen,5196423,8970,650.072,-1,-1,-1,-1,3300217,456993,4285227,49757
5,Nordrhein-Westfalen,11747114,23224,654.537,-1,-1,-1,-1,8119581,758530,9917310,101338
7,Rheinland-Pfalz,2594710,3718,633.799,-1,-1,-1,-1,1838552,202202,2216682,25282
10,Saarland,673713,1383,682.665,-1,-1,-1,-1,504895,55407,567843,6576
14,Sachsen,2139290,4656,525.370,-1,-1,-1,-1,1561814,194221,1961187,10304
15,Sachsen-Anhalt,1265189,2717,576.453,-1,-1,-1,-1,887189,112544,1131579,11162
1,Schleswig-Holstein,1925073,7343,662.956,-1,-1,-1,-1,1310969,157759,1650233,22010
16,Thüringen,1191671,2383,558.584,-1,-1,-1,-1,851372,123993,1105423,6582
0,Gesamt,51643732,102515,620.966,-1,-1,-1,-1,35728383,4257935,44567060,445134
