RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8212505,477,739.839,-1,-1,-1,-1,5904639,640676,8232298,1234,6327134
9,Bayern,9727036,643,741.122,-1,-1,-1,-1,7117650,763482,9822473,1467,7371226
11,Berlin,2845613,326,775.479,-1,-1,-1,-1,2033877,330087,2822406,565,2181511
12,Brandenburg,1757146,102,696.757,-1,-1,-1,-1,1238563,153419,1746897,272,1309785
4,Bremen,614412,48,901.953,-1,-1,-1,-1,420713,45783,606419,130,439799
2,Hamburg,1539810,148,833.567,-1,-1,-1,-1,1106418,129899,1537820,258,1109286
6,Hessen,4831387,324,768.341,-1,-1,-1,-1,3448153,407466,4693819,592,3551563
13,Mecklenburg-Vorpommern,1197613,164,744.720,-1,-1,-1,-1,884826,99352,1198282,320,913622
3,Niedersachsen,6280590,385,785.702,-1,-1,-1,-1,4193158,516704,6214249,1020,5068976
5,Nordrhein-Westfalen,14419514,812,803.440,-1,-1,-1,-1,10394543,909425,14145181,1708,10990569
7,Rheinland-Pfalz,3179570,210,776.660,-1,-1,-1,-1,2322306,242509,3080437,330,2410786
10,Saarland,811484,53,822.266,-1,-1,-1,-1,612103,65818,809354,110,648535
14,Sachsen,2652642,222,651.439,-1,-1,-1,-1,1998270,242002,2616770,597,1945989
15,Sachsen-Anhalt,1569680,97,715.187,-1,-1,-1,-1,1121657,146665,1595926,361,1181365
1,Schleswig-Holstein,2342641,229,806.758,-1,-1,-1,-1,1656699,191366,2349858,708,2092317
16,Thüringen,1488664,166,702.122,-1,-1,-1,-1,1080925,141233,1489436,303,1094797
0,Gesamt,63672322,4407,765.599,-1,-1,-1,-1,45624749,5109220,63156591,9987,48779303
