RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7290626,5978,656.790,-1,-1,-1,-1,5148359,552163,7020875,9280,148994
9,Bayern,8556002,9917,651.899,-1,-1,-1,-1,6118601,670851,8224140,13297,110014
11,Berlin,2484158,2660,676.976,-1,-1,-1,-1,1745820,287818,2375831,4496,72692
12,Brandenburg,1566568,1795,621.187,-1,-1,-1,-1,1083967,131956,1493705,2911,16171
4,Bremen,541021,795,794.215,-1,-1,-1,-1,366552,35081,516364,768,12315
2,Hamburg,1342178,2096,726.580,-1,-1,-1,-1,948308,118622,1284356,2652,13119
6,Hessen,4290738,3990,682.361,-1,-1,-1,-1,2999707,344804,4041484,7426,74409
13,Mecklenburg-Vorpommern,1062492,923,660.697,-1,-1,-1,-1,776042,82562,1019264,1225,11584
3,Niedersachsen,5682238,6079,710.848,-1,-1,-1,-1,3674918,470942,5366552,9195,41601
5,Nordrhein-Westfalen,13069919,9985,728.242,-1,-1,-1,-1,9246339,792425,12270870,21232,236349
7,Rheinland-Pfalz,2872353,2768,701.617,-1,-1,-1,-1,2067008,214051,2665450,4454,53647
10,Saarland,734006,768,743.759,-1,-1,-1,-1,550734,57335,703989,1025,9391
14,Sachsen,2354531,2627,578.229,-1,-1,-1,-1,1743114,209515,2240736,4424,19806
15,Sachsen-Anhalt,1389044,1516,632.885,-1,-1,-1,-1,979229,119107,1340070,2030,24770
1,Schleswig-Holstein,2125773,1931,732.073,-1,-1,-1,-1,1472205,168528,2038252,2922,54562
16,Thüringen,1291779,1292,609.262,-1,-1,-1,-1,924728,126423,1251776,2689,21356
0,Gesamt,56846361,55149,683.523,-1,-1,-1,-1,39927881,4464817,54038360,90084,920992
