RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6792641,10371,611.928,-1,-1,-1,-1,4746681,541280,6389168,16051
9,Bayern,7983830,9955,608.304,-1,-1,-1,-1,5660753,647620,7370406,34120
11,Berlin,2316358,4192,631.248,-1,-1,-1,-1,1614764,267481,2085161,10146
12,Brandenburg,1449492,2010,574.763,-1,-1,-1,-1,991244,127949,1331499,3347
4,Bremen,494080,804,725.306,-1,-1,-1,-1,332781,31595,463488,1548
2,Hamburg,1224413,1772,662.829,-1,-1,-1,-1,856545,116976,1062764,6625
6,Hessen,3963127,5980,630.260,-1,-1,-1,-1,2728991,333500,3512460,12724
13,Mecklenburg-Vorpommern,990040,1796,615.644,-1,-1,-1,-1,719309,79419,918548,4809
3,Niedersachsen,5280853,5898,660.634,-1,-1,-1,-1,3360859,461949,4639920,23132
5,Nordrhein-Westfalen,12004839,19056,668.897,-1,-1,-1,-1,8334256,773627,10751275,48441
7,Rheinland-Pfalz,2647700,3858,646.742,-1,-1,-1,-1,1880116,207238,2367765,7465
10,Saarland,686584,1181,695.707,-1,-1,-1,-1,513155,56246,612156,2962
14,Sachsen,2181904,3213,535.835,-1,-1,-1,-1,1596436,197367,2032176,4463
15,Sachsen-Anhalt,1288771,2088,587.198,-1,-1,-1,-1,902147,114967,1198134,4411
1,Schleswig-Holstein,1974491,1234,679.974,-1,-1,-1,-1,1347469,163050,1774168,3565
16,Thüringen,1213168,1589,568.661,-1,-1,-1,-1,866400,124010,1143321,1928
0,Gesamt,52678353,75033,633.407,-1,-1,-1,-1,36531392,4326138,47826330,185922
