RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6189059,8582,557.553,-1,-1,-1,-1,4270595,516001,4248927,27359
9,Bayern,7143757,20102,544.297,-1,-1,-1,-1,4990120,583686,5008201,15546
11,Berlin,2052019,4680,559.211,-1,-1,-1,-1,1410659,228133,1368668,12811
12,Brandenburg,1335151,26,529.424,-1,-1,-1,-1,904133,118217,885762,242
4,Bremen,441123,991,647.566,-1,-1,-1,-1,300946,23632,266846,2098
2,Hamburg,1031002,4043,558.127,-1,-1,-1,-1,702990,95688,684316,3885
6,Hessen,3491289,6764,555.223,-1,-1,-1,-1,2380194,266724,2358810,19590
13,Mecklenburg-Vorpommern,902668,423,561.313,-1,-1,-1,-1,651240,72118,652539,261
3,Niedersachsen,4655442,7984,582.396,-1,-1,-1,-1,2902880,379875,2961816,3437
5,Nordrhein-Westfalen,10615558,26690,591.488,-1,-1,-1,-1,7174532,682183,7580938,54080
7,Rheinland-Pfalz,2354104,2944,575.027,-1,-1,-1,-1,1644491,183036,1527688,4300
10,Saarland,593768,967,601.658,-1,-1,-1,-1,443825,43273,436059,368
14,Sachsen,1968888,6210,483.522,-1,-1,-1,-1,1425479,175856,1517686,5567
15,Sachsen-Anhalt,1164068,756,530.380,-1,-1,-1,-1,810898,104954,817746,316
1,Schleswig-Holstein,1742924,4203,600.227,-1,-1,-1,-1,1181988,134336,1158189,11102
16,Thüringen,1123506,452,526.632,-1,-1,-1,-1,796109,122553,784920,3521
0,Gesamt,46970794,95817,564.779,-1,-1,-1,-1,32057885,3807570,32361386,164483
