RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7428695,1890,669.228,-1,-1,-1,-1,5268573,554136,7241018,1214,330256
9,Bayern,8771750,2011,668.337,-1,-1,-1,-1,6306029,675587,8544244,1925,392641
11,Berlin,2553960,520,695.998,-1,-1,-1,-1,1795973,298467,2471536,662,202505
12,Brandenburg,1597890,0,633.607,-1,-1,-1,-1,1111542,132104,1542245,1,56734
4,Bremen,553398,0,812.385,-1,-1,-1,-1,376308,35383,535476,0,33894
2,Hamburg,1380963,493,747.577,-1,-1,-1,-1,980087,118985,1341626,318,61217
6,Hessen,4371512,683,695.206,-1,-1,-1,-1,3072215,346340,4170385,408,197785
13,Mecklenburg-Vorpommern,1086525,40,675.642,-1,-1,-1,-1,796634,82801,1054507,73,42694
3,Niedersachsen,5769978,221,721.824,-1,-1,-1,-1,3755032,471298,5520439,284,239280
5,Nordrhein-Westfalen,13276002,433,739.725,-1,-1,-1,-1,9431803,793910,12648235,704,637796
7,Rheinland-Pfalz,2918652,373,712.927,-1,-1,-1,-1,2107670,214292,2745185,277,138914
10,Saarland,747147,6,757.075,-1,-1,-1,-1,562067,57418,724261,2,31829
14,Sachsen,2403793,123,590.327,-1,-1,-1,-1,1787953,211468,2317193,157,85101
15,Sachsen-Anhalt,1416159,4,645.239,-1,-1,-1,-1,1003280,119627,1383551,10,58658
1,Schleswig-Holstein,2159512,30,743.692,-1,-1,-1,-1,1501809,168947,2089604,20,135820
16,Thüringen,1324422,10,624.658,-1,-1,-1,-1,951353,126759,1294804,101,80160
0,Gesamt,57954075,6837,696.842,-1,-1,-1,-1,40891248,4490267,55810095,6156,2726180
