RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7297768,7003,657.433,-1,-1,-1,-1,5154699,552264,6615599,10317
9,Bayern,8567505,11154,652.775,-1,-1,-1,-1,6128223,671094,7803858,14582
11,Berlin,2487602,2946,677.915,-1,-1,-1,-1,1748017,288622,2273274,4680
12,Brandenburg,1568975,2322,622.142,-1,-1,-1,-1,1085935,131960,1397452,3921
4,Bremen,541765,667,795.307,-1,-1,-1,-1,367068,35102,475123,698
2,Hamburg,1343587,1340,727.343,-1,-1,-1,-1,949548,118626,1202097,1633
6,Hessen,4296318,4066,683.248,-1,-1,-1,-1,3004735,344946,3823847,7044
13,Mecklenburg-Vorpommern,1063544,1011,661.351,-1,-1,-1,-1,776898,82578,962410,1341
3,Niedersachsen,5688083,5839,711.579,-1,-1,-1,-1,3680314,470949,4968473,8369
5,Nordrhein-Westfalen,13083377,10951,728.992,-1,-1,-1,-1,9258287,792550,11549468,23009
7,Rheinland-Pfalz,2875710,2828,702.437,-1,-1,-1,-1,2069816,214060,2520104,4156
10,Saarland,734809,777,744.573,-1,-1,-1,-1,551424,57338,662314,1110
14,Sachsen,2357504,2936,578.959,-1,-1,-1,-1,1745811,209591,2151448,4832
15,Sachsen-Anhalt,1390838,1694,633.702,-1,-1,-1,-1,980772,119121,1243894,2572
1,Schleswig-Holstein,2127423,1650,732.641,-1,-1,-1,-1,1473648,168542,1913225,2535
16,Thüringen,1293249,1392,606.198,-1,-1,-1,-1,925982,126434,1182491,2472
0,Gesamt,56911049,58632,684.301,-1,-1,-1,-1,39983483,4466411,50921673,93333
