RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,3493821,74240,314.747,-1,-1,-1,-1,2383950,217559,954327,22304
9,Bayern,4314480,103545,328.729,-1,-1,-1,-1,3060862,269643,1126145,34847
11,Berlin,1075691,23185,293.144,-1,-1,-1,-1,755573,63396,394785,8555
12,Brandenburg,721688,14874,286.169,-1,-1,-1,-1,493796,52078,235488,9563
4,Bremen,225540,5482,331.091,-1,-1,-1,-1,150510,12831,80088,2480
2,Hamburg,594505,15443,321.832,-1,-1,-1,-1,402200,48509,150464,3918
6,Hessen,1996242,56451,317.464,-1,-1,-1,-1,1311800,136339,525714,9119
13,Mecklenburg-Vorpommern,558995,14456,347.604,-1,-1,-1,-1,407339,36092,136097,5357
3,Niedersachsen,2673321,74219,334.432,-1,-1,-1,-1,1724799,187183,634672,16821
5,Nordrhein-Westfalen,6102844,143532,340.044,-1,-1,-1,-1,4268969,295696,1504772,23331
7,Rheinland-Pfalz,1275397,23844,311.536,-1,-1,-1,-1,903852,55401,442084,16742
10,Saarland,358234,8882,362.994,-1,-1,-1,-1,279392,23425,94525,2231
14,Sachsen,1164389,17939,285.952,-1,-1,-1,-1,835604,68910,494962,18075
15,Sachsen-Anhalt,705309,13374,321.357,-1,-1,-1,-1,500471,46576,193497,5479
1,Schleswig-Holstein,878663,17797,302.594,-1,-1,-1,-1,638406,49914,308362,9207
16,Thüringen,627072,8943,293.934,-1,-1,-1,-1,466689,37494,288093,7485
0,Gesamt,26836612,617514,322.685,-1,-1,-1,-1,18585457,1652547,7572228,196523
