RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6775584,516,610.391,-1,-1,-1,-1,4734628,540243,6361666,1274
9,Bayern,7972915,4430,607.472,-1,-1,-1,-1,5652362,646788,7333306,17208
11,Berlin,2311901,2215,630.033,-1,-1,-1,-1,1611439,266887,2074328,5717
12,Brandenburg,1446872,15,573.725,-1,-1,-1,-1,989344,127615,1327698,71
4,Bremen,493031,263,723.766,-1,-1,-1,-1,332379,31242,461422,328
2,Hamburg,1221690,886,661.355,-1,-1,-1,-1,854710,116845,1055199,5668
6,Hessen,3956274,2126,629.170,-1,-1,-1,-1,2723735,333055,3497487,4457
13,Mecklenburg-Vorpommern,988219,99,614.511,-1,-1,-1,-1,717943,79229,913753,492
3,Niedersachsen,5272394,940,659.576,-1,-1,-1,-1,3355276,461240,4613786,6260
5,Nordrhein-Westfalen,11980516,11022,667.542,-1,-1,-1,-1,8314209,772501,10691776,18724
7,Rheinland-Pfalz,2643155,298,645.632,-1,-1,-1,-1,1876617,206804,2357513,712
10,Saarland,685229,0,694.334,-1,-1,-1,-1,512283,56129,608761,6
14,Sachsen,2178690,1830,535.046,-1,-1,-1,-1,1593936,197010,2027690,2296
15,Sachsen-Anhalt,1286530,36,586.177,-1,-1,-1,-1,900977,114533,1193487,180
1,Schleswig-Holstein,1973063,2783,679.483,-1,-1,-1,-1,1346325,162976,1770482,3951
16,Thüringen,1211578,307,567.915,-1,-1,-1,-1,864958,124012,1141331,316
0,Gesamt,52583655,27766,632.268,-1,-1,-1,-1,36460560,4318972,47603282,67660
