RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1080589,23608,97.347,495580,453075,77309,97386,721048,46012,473380,9679
9,Bayern,1344543,36328,102.443,628261,562642,111890,136347,925792,64901,629971,13685
11,Berlin,371582,8871,101.263,259202,118612,2810,47310,259717,35780,171774,3618
12,Brandenburg,258338,13714,102.438,122561,101954,27212,26585,165536,16329,90274,1521
4,Bremen,76320,2432,112.037,33228,37303,1775,8758,49296,3897,31312,725
2,Hamburg,182998,3725,99.065,71987,99388,6436,16039,126887,6986,82939,1231
6,Hessen,616264,15046,98.005,242522,230863,49186,53627,433247,21091,276002,8073
13,Mecklenburg-Vorpommern,143656,5513,89.331,58396,55812,5565,28455,110628,8183,67810,1843
3,Niedersachsen,761064,22214,95.209,367362,315766,63459,104459,517978,33818,347040,13537
5,Nordrhein-Westfalen,1639704,29344,91.363,635657,853103,35175,200895,1138319,35544,718695,15427
7,Rheinland-Pfalz,443982,8391,108.450,195874,206317,15044,46548,292824,22337,172534,2227
10,Saarland,115559,3074,117.094,60128,40807,6997,14095,78257,6022,39021,765
14,Sachsen,342572,4173,84.129,132944,128484,25317,33995,271474,17895,204752,6904
15,Sachsen-Anhalt,212283,8402,96.722,94971,85727,15525,34862,143948,13999,84603,1987
1,Schleswig-Holstein,319301,10508,109.961,158898,118524,20220,63330,218609,15586,105170,1326
16,Thüringen,234541,5512,109.939,116977,83525,28279,28319,157704,8982,108342,2544
0,Gesamt,8150256,200855,97.999,3674548,3498862,492199,941010,5611264,357732,3603639,85092
