RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6435349,19659,579.741,-1,-1,-1,-1,4476660,525248,4997370,82072
9,Bayern,7540575,27705,574.532,-1,-1,-1,-1,5304707,624643,5701136,71922
11,Berlin,2147058,8235,585.111,-1,-1,-1,-1,1485174,241957,1638437,25829
12,Brandenburg,1375187,4156,545.300,-1,-1,-1,-1,935592,120770,1054578,21834
4,Bremen,466271,947,684.483,-1,-1,-1,-1,317902,27071,335939,8032
2,Hamburg,1108873,3219,600.282,-1,-1,-1,-1,761878,108787,802957,15626
6,Hessen,3685035,17437,586.035,-1,-1,-1,-1,2523771,294716,2802307,46193
13,Mecklenburg-Vorpommern,936360,3195,582.263,-1,-1,-1,-1,678715,75052,749999,12328
3,Niedersachsen,4951180,24549,619.392,-1,-1,-1,-1,3116361,434866,3477263,68641
5,Nordrhein-Westfalen,11261315,39317,627.468,-1,-1,-1,-1,7726476,725734,8676898,91201
7,Rheinland-Pfalz,2483523,8581,606.639,-1,-1,-1,-1,1754547,186349,1855748,33028
10,Saarland,637961,4443,646.438,-1,-1,-1,-1,477401,51245,489318,7151
14,Sachsen,2059109,6859,505.679,-1,-1,-1,-1,1500149,185026,1716644,27671
15,Sachsen-Anhalt,1217594,5083,554.768,-1,-1,-1,-1,853604,109005,963730,17717
1,Schleswig-Holstein,1828390,7033,629.660,-1,-1,-1,-1,1238543,148325,1375489,22455
16,Thüringen,1153817,3416,540.840,-1,-1,-1,-1,820939,123178,935186,17515
0,Gesamt,49468488,184168,594.811,-1,-1,-1,-1,34048926,4063049,37713915,572820
