RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,735577,24540,66.266,362808,311045,30496,86396,526428,34115,340116,8699
9,Bayern,954752,30970,72.744,412020,433796,56917,126214,719001,37817,456189,9049
11,Berlin,244174,7392,66.542,169069,77515,150,43554,195308,13170,133253,1885
12,Brandenburg,142374,6995,56.455,56223,76315,8255,23435,97300,5217,78824,536
4,Bremen,51911,1945,76.205,21948,25341,1039,8352,35051,2994,23632,288
2,Hamburg,130462,4427,70.625,54869,67978,2520,15931,91974,4430,64097,1066
6,Hessen,413657,16272,65.784,194261,173483,18358,50992,326982,14494,184829,5582
13,Mecklenburg-Vorpommern,100038,4504,62.207,34711,41149,2149,25360,83737,5587,55150,911
3,Niedersachsen,502310,16508,62.839,242623,197775,47332,96614,397222,16709,214949,7983
5,Nordrhein-Westfalen,1152512,33146,64.217,411140,606733,21317,188697,889351,25918,528059,10991
7,Rheinland-Pfalz,289934,11350,70.821,105693,142181,5920,36140,204631,4543,143149,171
10,Saarland,75636,3005,76.641,42593,27489,1739,10460,53950,2670,28153,841
14,Sachsen,282921,8340,69.480,115558,109277,13862,33993,246046,12786,117859,1901
15,Sachsen-Anhalt,132389,4349,60.320,50699,64085,6250,31457,95953,7019,63670,1067
1,Schleswig-Holstein,198748,6772,68.445,86468,84258,9844,52681,149693,6314,97835,496
16,Thüringen,148025,3164,69.385,70699,65245,7916,24500,113205,8316,76054,2215
0,Gesamt,5555420,183679,66.799,2431382,2503665,234064,854776,4225832,202099,2605818,53681
