RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7481876,7186,674.019,-1,-1,-1,-1,5315281,554800,7302392,7737,507839
9,Bayern,8870083,13760,675.829,-1,-1,-1,-1,6392824,677277,8634675,10731,678497
11,Berlin,2585067,4344,704.476,-1,-1,-1,-1,1822954,299788,2502069,3500,291696
12,Brandenburg,1607734,1777,637.511,-1,-1,-1,-1,1120369,132162,1553561,1800,101565
4,Bremen,556293,460,816.634,-1,-1,-1,-1,378657,35396,539551,340,51413
2,Hamburg,1392050,1003,753.578,-1,-1,-1,-1,988916,119115,1355593,1159,96013
6,Hessen,4404782,4166,700.497,-1,-1,-1,-1,3102789,346739,4203986,3937,305358
13,Mecklenburg-Vorpommern,1094072,888,680.335,-1,-1,-1,-1,803512,82853,1063264,878,73699
3,Niedersachsen,5801325,4163,725.745,-1,-1,-1,-1,3784487,471480,5565683,6163,407417
5,Nordrhein-Westfalen,13344274,11212,743.529,-1,-1,-1,-1,9493288,795276,12743278,15731,1001716
7,Rheinland-Pfalz,2932354,1777,716.273,-1,-1,-1,-1,2120089,214357,2764126,2191,212505
10,Saarland,751452,626,761.437,-1,-1,-1,-1,565938,57441,729658,602,57735
14,Sachsen,2421828,2771,594.756,-1,-1,-1,-1,1804771,211970,2335049,2280,165657
15,Sachsen-Anhalt,1426658,1603,650.023,-1,-1,-1,-1,1012796,119947,1396806,1706,98131
1,Schleswig-Holstein,2168503,314,746.788,-1,-1,-1,-1,1510134,169163,2098997,57,181131
16,Thüringen,1334316,1362,629.324,-1,-1,-1,-1,959917,126891,1306177,1879,136330
0,Gesamt,58366685,57450,701.803,-1,-1,-1,-1,41259867,4497430,56281229,60744,4368783
