RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,319080,7981,28.745,182559,109588,10491,60781,305930,13150,131512,5678
9,Bayern,435511,14343,33.182,165993,215461,10695,101140,420922,12083,218749,5597
11,Berlin,126121,1695,34.370,93830,29758,148,35808,121576,4176,63049,2916
12,Brandenburg,80799,630,32.039,37001,40486,1267,18488,77025,3774,47849,7217
4,Bremen,23584,447,34.621,11441,9027,201,7443,22097,1314,12192,812
2,Hamburg,61700,2030,33.401,25051,30490,1871,13433,58548,1604,30613,1868
6,Hessen,180964,5745,28.779,86376,72067,5603,42660,178208,2469,76339,4385
13,Mecklenburg-Vorpommern *,60805,1173,37.811,13936,27730,1408,19361,58790,1362,31643,2432
3,Niedersachsen,198331,5701,24.811,49769,102388,30096,80104,192345,4872,103821,8232
5,Nordrhein-Westfalen,528980,15620,29.474,97299,312856,13175,169815,506065,13631,269472,8095
7,Rheinland-Pfalz,148869,409,36.364,52524,60758,95,35492,144623,4246,84506,7961
10,Saarland,29774,1708,30.170,19296,8087,0,8023,28048,1456,15709,194
14,Sachsen,120860,2899,29.681,25944,68838,3511,28548,117312,3548,54566,2231
15,Sachsen-Anhalt,63204,2519,28.797,22653,30889,2981,21353,60545,1611,35312,1600
1,Schleswig-Holstein,102600,1519,35.333,29555,30762,6571,32155,100744,1277,46615,3531
16,Thüringen,75515,2210,35.397,34062,32328,3311,8844,72471,3044,31359,2419
0,Gesamt,2556697,66629,30.742,947289,1181513,91424,683448,2465249,73617,1253306,65168
