RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8184383,917,737.306,-1,-1,-1,-1,5886243,637424,8172008,3880,6174474
9,Bayern,9693781,1265,738.589,-1,-1,-1,-1,7093007,761441,9746033,5095,7158839
11,Berlin,2833903,349,772.288,-1,-1,-1,-1,2025415,329627,2800348,1248,2115433
12,Brandenburg,1751169,305,694.387,-1,-1,-1,-1,1234291,153081,1732651,991,1261945
4,Bremen,611393,78,897.521,-1,-1,-1,-1,418662,45419,600619,382,427323
2,Hamburg,1524196,1946,825.115,-1,-1,-1,-1,1093339,129173,1513119,3001,1054061
6,Hessen,4812237,608,765.295,-1,-1,-1,-1,3433648,406495,4650399,2543,3420253
13,Mecklenburg-Vorpommern,1192538,215,741.564,-1,-1,-1,-1,881788,98941,1186440,1025,879142
3,Niedersachsen,6252989,722,782.249,-1,-1,-1,-1,4174053,514703,6153884,3180,4892498
5,Nordrhein-Westfalen,14364152,1659,800.355,-1,-1,-1,-1,10353129,905223,14031761,5537,10615734
7,Rheinland-Pfalz,3164562,516,772.994,-1,-1,-1,-1,2313777,241652,3051281,1667,2336515
10,Saarland,808968,92,819.717,-1,-1,-1,-1,610539,65666,802871,353,629671
14,Sachsen,2641323,456,648.660,-1,-1,-1,-1,1990517,241553,2590371,1525,1865825
15,Sachsen-Anhalt,1563240,290,712.253,-1,-1,-1,-1,1117035,146211,1578636,1058,1131346
1,Schleswig-Holstein,2334290,405,803.882,-1,-1,-1,-1,1650811,190836,2327237,1431,1923409
16,Thüringen,1481661,344,698.819,-1,-1,-1,-1,1076543,141023,1474026,1221,1055737
0,Gesamt,63416464,10173,762.522,-1,-1,-1,-1,45442763,5091779,62606204,34188,47081705
