RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8158410,1064,734.966,-1,-1,-1,-1,5863650,635098,8087533,4266,5991087
9,Bayern,9661527,913,736.131,-1,-1,-1,-1,7062906,759653,9642123,3089,6886711
11,Berlin,2824373,223,769.691,-1,-1,-1,-1,2016996,328776,2770405,1077,2028543
12,Brandenburg,1744017,22,691.551,-1,-1,-1,-1,1228004,152434,1711235,37,1200839
4,Bremen,608915,34,893.883,-1,-1,-1,-1,416426,45259,593711,117,412628
2,Hamburg,1507312,241,815.975,-1,-1,-1,-1,1078941,127335,1481766,840,980150
6,Hessen,4793008,481,762.237,-1,-1,-1,-1,3415552,405478,4593845,1171,3276301
13,Mecklenburg-Vorpommern,1188696,41,739.175,-1,-1,-1,-1,878355,98567,1174857,40,846440
3,Niedersachsen,6225682,374,778.833,-1,-1,-1,-1,4148454,513333,6075048,950,4692793
5,Nordrhein-Westfalen,14310650,1032,797.374,-1,-1,-1,-1,10305027,901579,13883282,2775,10175360
7,Rheinland-Pfalz,3152739,188,770.106,-1,-1,-1,-1,2303309,240815,3015728,486,2245240
10,Saarland,806752,14,817.472,-1,-1,-1,-1,608544,65529,794506,59,610284
14,Sachsen,2631383,75,646.219,-1,-1,-1,-1,1981434,240782,2560882,181,1782520
15,Sachsen-Anhalt,1556546,49,709.203,-1,-1,-1,-1,1110984,145645,1559292,69,1073978
1,Schleswig-Holstein,2325424,53,800.828,-1,-1,-1,-1,1642527,190314,2297256,146,1816156
16,Thüringen,1475902,101,696.102,-1,-1,-1,-1,1071183,140771,1457339,181,1014817
0,Gesamt,63172707,4905,759.591,-1,-1,-1,-1,45221991,5074641,61892617,15484,45169917
