RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,301407,8674,27.153,171862,103845,10078,57722,289605,11802,119747,6397
9,Bayern,406322,12466,30.958,151755,203476,9903,98045,394316,11992,208603,5618
11,Berlin,122135,2118,33.284,90672,28927,148,35020,118202,3933,57728,2243
12,Brandenburg,79666,543,31.590,36076,40298,1215,18160,76590,3076,33461,3055
4,Bremen,22764,328,33.417,10652,8749,182,7356,21488,1257,10657,668
2,Hamburg,57231,1158,30.982,23155,28012,1863,12973,55617,1604,26521,2226
6,Hessen,170502,5511,27.115,80196,68590,5574,41515,168906,1596,68808,3322
13,Mecklenburg-Vorpommern,62865,668,39.092,13381,27230,1290,21696,61106,1759,26141,2619
3,Niedersachsen,187553,3096,23.463,43927,98621,28995,77739,183177,4376,92231,2819
5,Nordrhein-Westfalen,475747,12170,26.508,66264,291972,12553,167250,464292,11455,229639,7985
7,Rheinland-Pfalz,147196,145,35.955,52495,59656,89,34956,143276,3920,68880,7486
10,Saarland,26444,774,26.795,17141,7234,0,7055,24990,1454,15326,161
14,Sachsen,115273,3573,28.309,23046,67303,3258,27692,112169,3104,49181,3992
15,Sachsen-Anhalt,59110,896,26.932,20833,29379,2744,19964,57564,1546,31869,1357
1,Schleswig-Holstein,99871,1126,34.394,29058,29707,6482,30567,98747,1124,39769,3351
16,Thüringen,71070,3047,33.313,30785,31284,3074,8524,68031,3039,25943,2445
0,Gesamt,2405156,56293,28.920,861298,1124283,87448,666234,2338076,67037,1104504,55744
