RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7975036,3181,718.446,-1,-1,-1,-1,5707106,614125,7733352,3564,4488423
9,Bayern,9451778,4574,720.150,-1,-1,-1,-1,6877175,738521,9203576,3553,5054099
11,Berlin,2759087,1531,751.899,-1,-1,-1,-1,1963289,321055,2631063,1646,1426857
12,Brandenburg,1705917,3,676.443,-1,-1,-1,-1,1196137,146909,1632742,6,826663
4,Bremen,593075,22,870.630,-1,-1,-1,-1,404210,42804,565391,280,274294
2,Hamburg,1470477,555,796.034,-1,-1,-1,-1,1046315,124405,1426637,242,616807
6,Hessen,4661545,1036,741.330,-1,-1,-1,-1,3300957,390451,4407618,781,2212267
13,Mecklenburg-Vorpommern,1162103,15,722.639,-1,-1,-1,-1,856423,94292,1121013,26,564906
3,Niedersachsen,6076750,250,760.201,-1,-1,-1,-1,4013646,501300,5825954,415,3389445
5,Nordrhein-Westfalen,13987305,1774,779.358,-1,-1,-1,-1,10021578,869655,13306426,951,7438273
7,Rheinland-Pfalz,3076724,63,751.538,-1,-1,-1,-1,2236863,232450,2885337,53,1633042
10,Saarland,789568,47,800.059,-1,-1,-1,-1,594645,62970,760887,146,451644
14,Sachsen,2565921,45,630.142,-1,-1,-1,-1,1925805,231539,2451910,99,1230596
15,Sachsen-Anhalt,1520217,85,692.651,-1,-1,-1,-1,1082455,138326,1482190,65,728207
1,Schleswig-Holstein,2268924,40,781.371,-1,-1,-1,-1,1591924,184692,2199012,157,1199236
16,Thüringen,1441409,90,679.834,-1,-1,-1,-1,1040809,137911,1386844,36,706965
0,Gesamt,61704756,13311,741.941,-1,-1,-1,-1,43946875,4914592,59209560,12020,32334699
