RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6571774,9282,592.031,-1,-1,-1,-1,4580165,531078,5572699,40091
9,Bayern,7716354,11001,587.924,-1,-1,-1,-1,5446172,634579,6206867,38851
11,Berlin,2208722,5679,601.915,-1,-1,-1,-1,1530262,254101,1802440,14144
12,Brandenburg,1395334,1407,553.288,-1,-1,-1,-1,950556,123159,1186113,7748
4,Bremen,476192,688,699.047,-1,-1,-1,-1,323646,27666,391615,3752
2,Hamburg,1154278,2126,624.862,-1,-1,-1,-1,796666,115382,861859,5108
6,Hessen,3813018,7745,606.388,-1,-1,-1,-1,2612117,321508,3086738,15879
13,Mecklenburg-Vorpommern,952650,1652,592.393,-1,-1,-1,-1,691134,76258,802442,4977
3,Niedersachsen,5110286,7716,639.297,-1,-1,-1,-1,3235076,451798,3925659,25894
5,Nordrhein-Westfalen,11538688,12726,642.923,-1,-1,-1,-1,7952069,746209,9292337,38022
7,Rheinland-Pfalz,2550675,5716,623.042,-1,-1,-1,-1,1805299,196006,2048401,14146
10,Saarland,658233,1629,666.979,-1,-1,-1,-1,493734,53910,528260,2651
14,Sachsen,2103554,3224,516.594,-1,-1,-1,-1,1533390,191294,1865796,9342
15,Sachsen-Anhalt,1245369,1974,567.423,-1,-1,-1,-1,873275,110756,1059223,6653
1,Schleswig-Holstein,1882410,3138,648.263,-1,-1,-1,-1,1278575,153682,1513974,11566
16,Thüringen,1176282,2186,551.371,-1,-1,-1,-1,838807,123830,1040625,5028
0,Gesamt,50736111,77962,610.053,-1,-1,-1,-1,35018738,4192383,41342865,244940
