RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6943615,5687,625.529,-1,-1,-1,-1,4863360,546644,6608172,6499
9,Bayern,8149627,4391,620.936,-1,-1,-1,-1,5787329,656821,7690136,5246
11,Berlin,2378785,1530,648.260,-1,-1,-1,-1,1663647,274736,2199508,3910
12,Brandenburg,1489953,139,590.807,-1,-1,-1,-1,1021724,131192,1388165,106
4,Bremen,510330,579,749.161,-1,-1,-1,-1,344017,33259,479229,447
2,Hamburg,1264446,1629,684.501,-1,-1,-1,-1,886562,117766,1164692,6188
6,Hessen,4071437,3780,647.485,-1,-1,-1,-1,2818802,338051,3709432,7235
13,Mecklenburg-Vorpommern,1016037,3,631.810,-1,-1,-1,-1,739008,81273,954068,4
3,Niedersachsen,5402098,895,675.802,-1,-1,-1,-1,3453373,468162,4939925,6586
5,Nordrhein-Westfalen,12416299,10024,691.823,-1,-1,-1,-1,8684736,783790,11315007,9435
7,Rheinland-Pfalz,2718711,596,664.088,-1,-1,-1,-1,1937809,210495,2470451,307
10,Saarland,702567,110,711.902,-1,-1,-1,-1,525301,57019,651583,225
14,Sachsen,2234121,1690,548.658,-1,-1,-1,-1,1639923,201172,2098090,1550
15,Sachsen-Anhalt,1321787,77,602.241,-1,-1,-1,-1,925493,117669,1253370,73
1,Schleswig-Holstein,2035691,2024,701.050,-1,-1,-1,-1,1396677,167123,1870052,3016
16,Thüringen,1237011,290,579.837,-1,-1,-1,-1,883702,124207,1179508,296
0,Gesamt,54079649,33444,650.256,-1,-1,-1,-1,37651747,4391447,50147803,51123
