RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5917320,16968,533.073,-1,-1,-1,-1,4037496,501010,3846748,30061
9,Bayern,6677770,15328,508.793,-1,-1,-1,-1,4618365,523509,4619310,37593
11,Berlin,1975842,5025,538.451,-1,-1,-1,-1,1335619,216930,1238574,9831
12,Brandenburg,1300620,76,515.732,-1,-1,-1,-1,878452,113987,818157,81
4,Bremen,419521,1962,615.854,-1,-1,-1,-1,280703,23180,241653,1192
2,Hamburg,945612,2352,511.902,-1,-1,-1,-1,636475,83008,632437,5745
6,Hessen,3326605,6081,529.034,-1,-1,-1,-1,2245764,254314,2114978,19425
13,Mecklenburg-Vorpommern,870663,7,541.411,-1,-1,-1,-1,623087,70951,597105,375
3,Niedersachsen,4376081,5357,547.448,-1,-1,-1,-1,2715166,317186,2757010,4529
5,Nordrhein-Westfalen,10026816,18970,558.683,-1,-1,-1,-1,6649247,672056,6770093,52283
7,Rheinland-Pfalz,2226753,2304,543.919,-1,-1,-1,-1,1530983,181834,1384041,4404
10,Saarland,562714,801,570.191,-1,-1,-1,-1,420606,38157,412361,403
14,Sachsen,1937096,8087,475.715,-1,-1,-1,-1,1359994,173981,1398970,10533
15,Sachsen-Anhalt,1121727,93,511.088,-1,-1,-1,-1,775273,101648,743050,660
1,Schleswig-Holstein,1670991,4138,575.455,-1,-1,-1,-1,1129327,127534,1040156,8343
16,Thüringen,1090117,3519,510.982,-1,-1,-1,-1,770577,121535,700251,3292
0,Gesamt,44608624,91068,536.376,-1,-1,-1,-1,30070309,3597733,29403338,188750
