RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,217101,10289,19.558,126225,72290,7096,41822,212738,4363,54807,5676
9,Bayern,313523,10731,23.888,113482,159895,6582,86020,303847,9676,96180,3165
11,Berlin,91948,5088,25.057,65564,23607,108,32679,89606,2342,29642,2632
12,Brandenburg,73844,3222,29.281,31554,38952,1068,16268,73154,690,12772,2139
4,Bremen,18525,369,27.195,7852,7764,137,6387,17268,1257,4127,278
2,Hamburg,44721,1596,24.209,16898,22220,1838,11187,44201,520,9021,723
6,Hessen,123833,4764,19.693,50192,56303,4895,35601,123833,0,39954,2138
13,Mecklenburg-Vorpommern,56274,1276,34.993,10559,24768,1205,20395,54609,1665,14961,451
3,Niedersachsen,147097,3040,18.402,28305,81151,23021,63814,145192,1905,41127,8030
5,Nordrhein-Westfalen,333232,5290,18.567,0,180131,0,153129,328367,4865,84356,2734
7,Rheinland-Pfalz,139931,1148,34.180,52078,55866,86,31901,136126,3805,15019,3761
10,Saarland,21029,684,21.308,13922,5510,1,5700,20191,838,7919,862
14,Sachsen,84339,2293,20.712,9337,57784,456,22307,83411,928,13911,1857
15,Sachsen-Anhalt,49587,1359,22.593,16569,24824,2094,17748,49012,575,19161,2147
1,Schleswig-Holstein,89431,964,30.798,26277,26953,6128,22822,89033,398,9786,2250
16,Thüringen,51042,2117,23.925,18698,9593,2039,6613,51042,0,8958,1221
0,Gesamt,1855457,54230,22.310,587512,847611,56754,574393,1821630,33827,461701,40064
