RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1187818,23147,107.007,539160,489928,96472,100302,767783,51744,512999,10487
9,Bayern,1469357,21320,111.953,693618,603193,137733,138541,989647,76820,671249,6356
11,Berlin,415631,7263,113.267,284490,134923,7826,49164,272771,39982,191892,4928
12,Brandenburg,296268,0,117.478,145597,107277,34020,27046,188373,18932,94206,0
4,Bremen,84750,1423,124.412,38919,39531,2141,8843,54560,5102,33836,373
2,Hamburg,214835,4688,116.300,79268,120468,9742,16049,152627,9951,90162,1061
6,Hessen,675790,14056,107.472,262805,267900,58044,55620,457295,23593,302117,5324
13,Mecklenburg-Vorpommern,160837,856,100.014,66207,62129,7706,29462,120538,8742,70946,2
3,Niedersachsen,846349,6325,105.878,409408,354847,69999,106705,549838,40488,377999,457
5,Nordrhein-Westfalen,1803565,15384,100.493,729974,951479,53451,196443,1162820,52180,773122,8984
7,Rheinland-Pfalz,478818,2243,116.959,208698,218454,20235,47646,320476,27192,175750,0
10,Saarland,124583,0,126.238,63946,43498,8850,14787,82197,6829,41408,0
14,Sachsen,382309,8395,93.888,137345,144247,34153,33995,288608,20567,227404,5141
15,Sachsen-Anhalt,235323,2423,107.219,105032,92801,18828,35909,154677,15365,90287,117
1,Schleswig-Holstein,355289,7417,122.354,179812,127772,26634,64887,236826,18990,110530,1204
16,Thüringen,263443,8230,123.486,132503,87920,35742,29275,164459,19974,113987,88
0,Gesamt,9001925,123170,108.240,4076782,3853327,621576,954674,5963495,436821,3877914,44522
