RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7935347,6714,714.871,-1,-1,-1,-1,5674025,609091,7692118,7324,4145730
9,Bayern,9412794,7788,717.180,-1,-1,-1,-1,6842364,734969,9155592,13213,4762648
11,Berlin,2744059,2861,747.804,-1,-1,-1,-1,1950463,319708,2616440,3796,1353016
12,Brandenburg,1701554,823,674.713,-1,-1,-1,-1,1192591,146239,1626534,1300,784269
4,Bremen,590547,493,866.919,-1,-1,-1,-1,402294,42510,562781,479,254017
2,Hamburg,1464591,703,792.848,-1,-1,-1,-1,1041153,123987,1421262,947,571312
6,Hessen,4640035,3511,737.910,-1,-1,-1,-1,3283078,387842,4390025,2894,2072923
13,Mecklenburg-Vorpommern,1159327,516,720.913,-1,-1,-1,-1,854150,93851,1115720,1409,533299
3,Niedersachsen,6057715,3241,757.820,-1,-1,-1,-1,3996781,499397,5806220,3164,3167663
5,Nordrhein-Westfalen,13938913,7177,776.661,-1,-1,-1,-1,9978121,865447,13262119,6954,7074242
7,Rheinland-Pfalz,3069532,1719,749.781,-1,-1,-1,-1,2230879,231381,2875378,2674,1543176
10,Saarland,787467,651,797.930,-1,-1,-1,-1,592854,62698,758442,639,426775
14,Sachsen,2557088,2642,627.973,-1,-1,-1,-1,1918763,229920,2440565,3208,1170162
15,Sachsen-Anhalt,1516715,478,691.055,-1,-1,-1,-1,1079810,137545,1474523,1342,694597
1,Schleswig-Holstein,2261030,477,778.652,-1,-1,-1,-1,1585019,183726,2190502,1044,1112590
16,Thüringen,1436650,1277,677.589,-1,-1,-1,-1,1036609,137608,1379752,1607,673944
0,Gesamt,61471933,41071,739.141,-1,-1,-1,-1,43746252,4889008,58957258,51996,30428966
