RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,612465,23104,55.175,326233,239847,20117,82117,481082,31378,300247,7800
9,Bayern,817841,26745,62.313,354388,370418,40269,122272,664247,29593,408947,14845
11,Berlin,207729,6704,56.610,142291,66478,150,42869,170933,8614,125693,1549
12,Brandenburg,122669,4619,48.642,48287,66104,5834,22181,90030,4215,76853,558
4,Bremen,43573,1830,63.965,18850,20474,886,8079,32097,2369,22241,296
2,Hamburg,111435,3226,60.325,47254,57075,2061,15826,85417,2102,57915,1140
6,Hessen,333542,12185,53.044,168950,134121,8655,49776,288122,10999,157868,5923
13,Mecklenburg-Vorpommern,90329,3024,56.170,30535,36325,1876,24379,78981,5175,52932,1147
3,Niedersachsen,431056,19873,53.925,206332,166651,42503,94737,361028,14236,187462,5407
5,Nordrhein-Westfalen,994848,31210,55.432,333595,529027,18787,186154,807163,22300,462827,9638
7,Rheinland-Pfalz,250557,10452,61.202,94019,116728,3802,36008,192038,4536,140931,354
10,Saarland,62931,3189,63.767,35875,22894,578,10149,47498,1992,25239,843
14,Sachsen,244306,8959,59.997,99351,98240,9666,33984,217891,11995,106459,2858
15,Sachsen-Anhalt,115502,4160,52.626,44712,54693,5074,30382,89442,6023,58689,2094
1,Schleswig-Holstein,168238,5969,57.938,72464,69474,9684,50987,134424,5207,94925,1508
16,Thüringen,129153,1621,60.539,65608,53887,6237,22826,105883,8321,67160,2893
0,Gesamt,4736174,166870,56.948,2088744,2102436,176179,832726,3846276,169055,2346388,58853
