RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6586787,12841,593.383,-1,-1,-1,-1,4591685,531722,5644938,69043
9,Bayern,7733626,15966,589.240,-1,-1,-1,-1,5460749,635327,6285130,74919
11,Berlin,2215044,6235,603.638,-1,-1,-1,-1,1535029,254935,1820348,17643
12,Brandenburg,1398094,2158,554.383,-1,-1,-1,-1,952690,123510,1197301,10894
4,Bremen,477394,1156,700.811,-1,-1,-1,-1,324094,27861,396957,5169
2,Hamburg,1158940,4258,627.386,-1,-1,-1,-1,800991,115428,869997,7551
6,Hessen,3822956,9632,607.969,-1,-1,-1,-1,2619950,322661,3113291,25572
13,Mecklenburg-Vorpommern,954832,2035,593.750,-1,-1,-1,-1,692792,76402,810128,7530
3,Niedersachsen,5120888,8978,640.623,-1,-1,-1,-1,3243176,452522,3979237,50034
5,Nordrhein-Westfalen,11560309,19813,644.128,-1,-1,-1,-1,7970207,747582,9371322,74259
7,Rheinland-Pfalz,2558637,7191,624.987,-1,-1,-1,-1,1810978,197586,2072610,23140
10,Saarland,660361,1974,669.135,-1,-1,-1,-1,495329,54101,533343,4797
14,Sachsen,2107783,3991,517.632,-1,-1,-1,-1,1536598,191748,1879045,12843
15,Sachsen-Anhalt,1248397,2628,568.802,-1,-1,-1,-1,875476,110930,1070952,9712
1,Schleswig-Holstein,1886207,3092,649.571,-1,-1,-1,-1,1281216,153927,1536314,15761
16,Thüringen,1178824,2493,552.562,-1,-1,-1,-1,841084,123862,1049992,8478
0,Gesamt,50851471,104522,611.440,-1,-1,-1,-1,35109928,4201281,41790697,418886
