RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,2018983,65647,181.884,-1,-1,-1,-1,1336797,96965,713486,9683
9,Bayern,2555110,89852,194.679,-1,-1,-1,-1,1788600,128025,880970,3891
11,Berlin,690017,18657,188.042,-1,-1,-1,-1,445882,50886,285034,3615
12,Brandenburg,481362,12846,190.873,-1,-1,-1,-1,321312,42909,160874,4939
4,Bremen,152509,5028,223.882,-1,-1,-1,-1,105720,8549,46778,1059
2,Hamburg,351869,11955,190.482,-1,-1,-1,-1,241487,15167,107173,31
6,Hessen,1083036,30488,172.236,-1,-1,-1,-1,721954,48666,441174,5629
13,Mecklenburg-Vorpommern,303992,15123,189.034,-1,-1,-1,-1,221043,18915,99833,1151
3,Niedersachsen,1476086,51191,184.658,-1,-1,-1,-1,978913,99283,500990,5608
5,Nordrhein-Westfalen,3539529,93341,197.219,-1,-1,-1,-1,2265801,140630,1129719,15567
7,Rheinland-Pfalz,793503,23877,193.826,-1,-1,-1,-1,558541,38425,239902,4928
10,Saarland,212985,5955,215.815,-1,-1,-1,-1,158229,15037,70102,2245
14,Sachsen,765318,25494,187.948,-1,-1,-1,-1,529882,43014,293918,2796
15,Sachsen-Anhalt,442878,14532,201.787,-1,-1,-1,-1,289359,31253,124645,1469
1,Schleswig-Holstein,589274,13863,202.934,-1,-1,-1,-1,412303,35985,162346,4186
16,Thüringen,417240,11468,195.577,-1,-1,-1,-1,310234,22225,168985,3094
0,Gesamt,15906352,490074,191.259,-1,-1,-1,-1,10687042,852964,5425990,69893
