RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8183308,1119,737.209,-1,-1,-1,-1,5885293,637314,8168007,3958,6164744
9,Bayern,9692287,1204,738.475,-1,-1,-1,-1,7091609,761363,9740855,5176,7146641
11,Berlin,2833506,376,772.180,-1,-1,-1,-1,2025060,329590,2799020,1280,2111306
12,Brandenburg,1750774,303,694.230,-1,-1,-1,-1,1233975,153002,1731502,1099,1258223
4,Bremen,611296,132,897.378,-1,-1,-1,-1,418586,45406,600228,396,426665
2,Hamburg,1522197,1657,824.033,-1,-1,-1,-1,1091692,129089,1510044,2982,1044439
6,Hessen,4811498,566,765.178,-1,-1,-1,-1,3432951,406457,4647571,2304,3412551
13,Mecklenburg-Vorpommern,1192295,232,741.413,-1,-1,-1,-1,881570,98920,1185367,894,876529
3,Niedersachsen,6251987,803,782.123,-1,-1,-1,-1,4173111,514644,6149881,2827,4881210
5,Nordrhein-Westfalen,14361853,2937,800.227,-1,-1,-1,-1,10350993,905069,14024900,7145,10593772
7,Rheinland-Pfalz,3163898,273,772.832,-1,-1,-1,-1,2313169,241604,3049268,1012,2331140
10,Saarland,808868,89,819.616,-1,-1,-1,-1,610449,65659,802514,349,628710
14,Sachsen,2640849,310,648.543,-1,-1,-1,-1,1990083,241515,2588820,1241,1861660
15,Sachsen-Anhalt,1562886,373,712.092,-1,-1,-1,-1,1116703,146190,1577441,1353,1127969
1,Schleswig-Holstein,2333875,504,803.739,-1,-1,-1,-1,1650441,190792,2325804,2489,1912776
16,Thüringen,1481287,309,698.642,-1,-1,-1,-1,1076172,141020,1472786,1258,1052933
0,Gesamt,63404322,11194,762.376,-1,-1,-1,-1,45431802,5090945,62568458,35798,46970573
