RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,230919,5855,20.803,134496,76908,7687,43386,225789,5130,64589,4059
9,Bayern,324861,3919,24.752,117652,165208,6881,88536,315185,9676,115540,9353
11,Berlin,97440,2769,26.554,70467,24252,108,33012,94822,2618,32826,1049
12,Brandenburg,73844,0,29.281,31554,38952,1068,16268,73154,690,12960,0
4,Bremen,19415,349,28.501,8402,7996,139,6764,18158,1257,5241,462
2,Hamburg,46374,1082,25.104,17916,22785,1840,11393,45854,520,10745,1177
6,Hessen,130763,4179,20.795,54562,57843,4993,36796,130763,0,46133,3119
13,Mecklenburg-Vorpommern,56289,0,35.003,10559,24777,1205,20401,54624,1665,15033,0
3,Niedersachsen,151609,1783,18.966,29442,83378,24136,66073,149537,2072,44761,584
5,Nordrhein-Westfalen,357397,6110,19.914,53909,195794,10173,154051,352532,4865,99196,4492
7,Rheinland-Pfalz,141500,541,34.564,52078,56599,85,32738,137695,3805,17627,803
10,Saarland,21589,0,21.876,14253,5728,1,5717,20751,838,8836,0
14,Sachsen,89519,2575,21.984,11599,59494,600,23358,88476,1043,16322,1247
15,Sachsen-Anhalt,50324,314,22.929,16822,25188,2118,18119,49749,575,20181,433
1,Schleswig-Holstein,90151,67,31.046,26576,27061,6128,23406,89753,398,12892,1229
16,Thüringen,53362,827,25.013,19706,10611,2119,6788,53362,0,9680,0
0,Gesamt,1935356,30370,23.271,669993,882574,69281,586806,1900204,35152,532562,28007
