RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7773500,3135,700.290,-1,-1,-1,-1,5545060,586177,7053670,2633,2635759
9,Bayern,9228970,3379,703.174,-1,-1,-1,-1,6686900,713434,8446649,4310,3216672
11,Berlin,2702895,726,736.586,-1,-1,-1,-1,1912383,319505,2487285,1610,939388
12,Brandenburg,1672007,373,662.997,-1,-1,-1,-1,1169833,141122,1484834,211,514709
4,Bremen,577149,236,847.251,-1,-1,-1,-1,393418,39397,505920,68,156809
2,Hamburg,1443281,86,781.312,-1,-1,-1,-1,1023681,122397,1294378,75,363700
6,Hessen,4559360,1751,725.080,-1,-1,-1,-1,3221815,371166,4066642,1189,1298862
13,Mecklenburg-Vorpommern,1141600,272,709.889,-1,-1,-1,-1,840550,90348,1027977,249,349618
3,Niedersachsen,5967562,753,746.542,-1,-1,-1,-1,3922474,487810,5275506,809,1918440
5,Nordrhein-Westfalen,13706095,2319,763.689,-1,-1,-1,-1,9784175,835452,12251818,1955,4668442
7,Rheinland-Pfalz,3019589,422,737.582,-1,-1,-1,-1,2191046,223292,2662646,251,963448
10,Saarland,775819,139,786.127,-1,-1,-1,-1,583871,60615,698125,112,279167
14,Sachsen,2506735,251,615.607,-1,-1,-1,-1,1877502,221637,2290946,133,768683
15,Sachsen-Anhalt,1494249,259,680.819,-1,-1,-1,-1,1063541,132058,1334472,169,473067
1,Schleswig-Holstein,2227930,411,767.254,-1,-1,-1,-1,1557292,178664,2024828,141,737654
16,Thüringen,1404436,295,662.396,-1,-1,-1,-1,1009708,134224,1261101,142,461482
0,Gesamt,60398417,14809,726.233,-1,-1,-1,-1,42869227,4740363,54346965,14057,19796001
