RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8190592,1282,737.865,-1,-1,-1,-1,5891177,638061,8190543,2644,6214619
9,Bayern,9700368,873,739.090,-1,-1,-1,-1,7099018,761839,9769133,2808,7213276
11,Berlin,2836597,493,773.022,-1,-1,-1,-1,2027327,329756,2807275,1074,2134305
12,Brandenburg,1752569,265,694.942,-1,-1,-1,-1,1235476,153156,1737217,669,1275134
4,Bremen,612094,61,898.550,-1,-1,-1,-1,419134,45455,602566,288,430457
2,Hamburg,1531605,1487,829.126,-1,-1,-1,-1,1099831,129443,1524299,2321,1075541
6,Hessen,4816907,751,766.038,-1,-1,-1,-1,3437219,406700,4663804,1756,3455932
13,Mecklenburg-Vorpommern,1193968,268,742.454,-1,-1,-1,-1,882751,99026,1190394,579,889570
3,Niedersachsen,6259326,600,783.041,-1,-1,-1,-1,4179927,515049,6173220,2277,4943648
5,Nordrhein-Westfalen,14375791,893,801.004,-1,-1,-1,-1,10361837,905876,14061681,2111,10699262
7,Rheinland-Pfalz,3169479,320,774.195,-1,-1,-1,-1,2315708,241761,3058059,1039,2352753
10,Saarland,809722,82,820.481,-1,-1,-1,-1,610868,65690,804721,336,633752
14,Sachsen,2644013,470,649.320,-1,-1,-1,-1,1992605,241665,2598913,1537,1886752
15,Sachsen-Anhalt,1565007,235,713.058,-1,-1,-1,-1,1118410,146338,1584056,816,1145624
1,Schleswig-Holstein,2336530,543,804.653,-1,-1,-1,-1,1652458,190969,2335789,1069,1970812
16,Thüringen,1483573,322,699.720,-1,-1,-1,-1,1077930,141083,1479147,966,1067361
0,Gesamt,63479876,8947,763.285,-1,-1,-1,-1,45491691,5095185,62775453,22304,47529008
