RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5949493,29250,535.971,-1,-1,-1,-1,4062946,503839,3894528,45974
9,Bayern,6727654,41925,512.593,-1,-1,-1,-1,4654630,530684,4683726,63090
11,Berlin,1986186,10344,541.270,-1,-1,-1,-1,1343827,217898,1254718,16144
12,Brandenburg,1305815,5037,517.792,-1,-1,-1,-1,881693,114905,825090,6653
4,Bremen,422053,2503,619.571,-1,-1,-1,-1,283045,23246,244882,3233
2,Hamburg,955336,7396,517.166,-1,-1,-1,-1,643160,84786,640479,7658
6,Hessen,3342902,15129,531.625,-1,-1,-1,-1,2257082,256346,2146447,30769
13,Mecklenburg-Vorpommern,875384,4209,544.346,-1,-1,-1,-1,626876,71211,604256,7150
3,Niedersachsen,4408584,30387,551.514,-1,-1,-1,-1,2729757,329118,2782428,24089
5,Nordrhein-Westfalen,10097464,56976,562.620,-1,-1,-1,-1,6708194,674032,6883836,92441
7,Rheinland-Pfalz,2241077,12635,547.418,-1,-1,-1,-1,1542742,182182,1405423,19318
10,Saarland,566696,3506,574.226,-1,-1,-1,-1,423002,39054,415602,2972
14,Sachsen,1947356,10260,478.234,-1,-1,-1,-1,1367262,174585,1418104,19134
15,Sachsen-Anhalt,1129284,5588,514.531,-1,-1,-1,-1,781482,102007,751889,7425
1,Schleswig-Holstein,1675275,3668,576.930,-1,-1,-1,-1,1132367,127613,1052899,12637
16,Thüringen,1093302,2780,512.475,-1,-1,-1,-1,773218,121583,708657,7835
0,Gesamt,44886784,242054,539.721,-1,-1,-1,-1,30274922,3630086,29803258,367922
