RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,361212,11346,32.540,209427,121969,11249,67337,344456,16447,172613,6788
9,Bayern,494480,11594,37.675,195716,239260,13361,106571,469805,12583,257615,10435
11,Berlin,139157,6953,37.923,99693,36952,150,38422,128616,4274,81077,2936
12,Brandenburg,81989,317,32.511,37673,40971,1310,18855,77875,4114,60965,2519
4,Bremen,26078,640,38.282,12501,10298,258,7564,23496,1520,15783,615
2,Hamburg,69666,1656,37.713,29250,34166,1891,13908,63823,1607,37359,1294
6,Hessen,201494,4798,32.044,99515,78374,5760,44179,195949,3612,92078,2865
13,Mecklenburg-Vorpommern,64738,1275,40.256,15364,29526,1478,20090,61160,1730,36880,2242
3,Niedersachsen,234102,10438,29.286,72508,113570,31958,83746,219610,5686,128021,2371
5,Nordrhein-Westfalen,629227,16646,35.060,152737,354929,14363,174172,578848,16255,300586,2949
7,Rheinland-Pfalz,155134,2222,37.894,52695,66752,97,35590,145409,4515,113295,6083
10,Saarland,36043,1533,36.522,22601,10153,0,9541,33074,1462,17672,706
14,Sachsen,135382,2800,33.247,33925,72799,4359,30299,129018,5385,67234,2841
15,Sachsen-Anhalt,70918,1279,32.312,24967,35495,3333,23153,65566,1614,40918,1357
1,Schleswig-Holstein,110702,2933,38.124,32717,34240,6655,34338,105787,1645,63157,3789
16,Thüringen,85742,2162,40.191,42825,35993,4409,16510,80867,2723,40690,2399
0,Gesamt,2896064,78592,34.822,1134114,1315447,100631,724275,2723359,85172,1525943,52189
