RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7405728,2965,667.159,-1,-1,-1,-1,5249386,553662,7214659,4296,286678
9,Bayern,8735898,5328,665.606,-1,-1,-1,-1,6274719,674647,8502148,7973,317759
11,Berlin,2540948,2265,692.452,-1,-1,-1,-1,1786818,297172,2455261,2967,170225
12,Brandenburg,1593716,1269,631.952,-1,-1,-1,-1,1107770,132085,1535868,1856,43313
4,Bremen,552092,249,810.467,-1,-1,-1,-1,375246,35365,532968,467,27788
2,Hamburg,1376200,868,744.998,-1,-1,-1,-1,976043,118941,1334844,1534,47460
6,Hessen,4358602,2945,693.153,-1,-1,-1,-1,3060490,346065,4152699,4544,158683
13,Mecklenburg-Vorpommern,1083214,696,673.583,-1,-1,-1,-1,793703,82762,1050490,930,33476
3,Niedersachsen,5755649,3153,720.031,-1,-1,-1,-1,3741672,471223,5493095,7241,174986
5,Nordrhein-Westfalen,13248261,7185,738.179,-1,-1,-1,-1,9405894,793730,12598534,13478,520853
7,Rheinland-Pfalz,2911886,1234,711.274,-1,-1,-1,-1,2101456,214236,2733961,2422,112900
10,Saarland,745444,281,755.349,-1,-1,-1,-1,560537,57402,721335,765,24692
14,Sachsen,2395090,1770,588.189,-1,-1,-1,-1,1779863,211179,2305468,3044,60514
15,Sachsen-Anhalt,1412199,1040,643.435,-1,-1,-1,-1,999698,119574,1377408,1873,48031
1,Schleswig-Holstein,2154714,1320,742.039,-1,-1,-1,-1,1497345,168864,2083112,1905,113968
16,Thüringen,1319041,1055,622.120,-1,-1,-1,-1,946774,126697,1288774,1514,57444
0,Gesamt,57782304,33648,694.777,-1,-1,-1,-1,40740241,4486347,55566259,56829,2199521
