RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5753377,63323,518.304,-1,-1,-1,-1,3905725,488604,3614804,104665
9,Bayern,6475770,80492,493.402,-1,-1,-1,-1,4471091,489494,4347479,142629
11,Berlin,1932895,16443,526.747,-1,-1,-1,-1,1301637,211091,1171102,36770
12,Brandenburg,1279475,9997,507.347,-1,-1,-1,-1,861037,113071,778348,21839
4,Bremen,403246,4780,591.962,-1,-1,-1,-1,266820,23125,228032,5633
2,Hamburg,914583,9780,495.104,-1,-1,-1,-1,609898,82422,594284,17059
6,Hessen,3246762,35622,516.336,-1,-1,-1,-1,2188912,242862,1987640,65140
13,Mecklenburg-Vorpommern,855633,7386,532.064,-1,-1,-1,-1,610400,70311,572840,16190
3,Niedersachsen,4255969,52765,532.422,-1,-1,-1,-1,2635825,296623,2632159,77935
5,Nordrhein-Westfalen,9770882,94645,544.423,-1,-1,-1,-1,6435253,666018,6412657,186868
7,Rheinland-Pfalz,2170073,29075,530.074,-1,-1,-1,-1,1483964,180945,1316244,41819
10,Saarland,548476,6335,555.764,-1,-1,-1,-1,409383,37033,394993,10326
14,Sachsen,1887436,23481,463.519,-1,-1,-1,-1,1318615,169146,1331858,27180
15,Sachsen-Anhalt,1097472,12295,500.037,-1,-1,-1,-1,754827,100233,716137,19977
1,Schleswig-Holstein,1629128,19494,561.038,-1,-1,-1,-1,1099158,121470,990028,29552
16,Thüringen,1067786,6830,500.514,-1,-1,-1,-1,749784,121242,665612,18258
0,Gesamt,43447927,474803,522.420,-1,-1,-1,-1,29162348,3490396,27836951,825001
