RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6657660,7934,599.768,-1,-1,-1,-1,4646417,534950,5939504,28328
9,Bayern,7815939,9599,595.512,-1,-1,-1,-1,5527345,639705,6648184,43495
11,Berlin,2241628,3727,610.883,-1,-1,-1,-1,1555747,258558,1895519,11655
12,Brandenburg,1410843,1539,559.438,-1,-1,-1,-1,962317,125219,1242087,5571
4,Bremen,481818,715,707.306,-1,-1,-1,-1,326157,28988,422977,3538
2,Hamburg,1179545,2734,638.540,-1,-1,-1,-1,819026,116136,916588,4608
6,Hessen,3874408,6162,616.151,-1,-1,-1,-1,2658212,328916,3239479,14824
13,Mecklenburg-Vorpommern,963814,1519,599.335,-1,-1,-1,-1,699471,77321,840634,5174
3,Niedersachsen,5173415,5928,647.194,-1,-1,-1,-1,3282507,456110,4192128,23361
5,Nordrhein-Westfalen,11695299,11862,651.650,-1,-1,-1,-1,8079331,755647,9723142,39260
7,Rheinland-Pfalz,2584785,3720,631.374,-1,-1,-1,-1,1830087,201684,2168192,12695
10,Saarland,670972,1612,679.887,-1,-1,-1,-1,502816,55285,555889,2975
14,Sachsen,2129264,3602,522.907,-1,-1,-1,-1,1553728,193701,1940432,8388
15,Sachsen-Anhalt,1260175,1829,574.169,-1,-1,-1,-1,883634,112073,1111033,5257
1,Schleswig-Holstein,1913326,1676,658.910,-1,-1,-1,-1,1301214,157024,1614714,5387
16,Thüringen,1187715,956,556.730,-1,-1,-1,-1,847959,123976,1091184,4169
0,Gesamt,51423707,65154,618.321,-1,-1,-1,-1,35554486,4246525,43708441,219457
