RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,4968954,18481,447.638,-1,-1,-1,-1,3316495,431441,2302244,35867
9,Bayern,5822053,5053,443.594,-1,-1,-1,-1,4043745,400106,2807784,42144
11,Berlin,1667396,10440,454.394,-1,-1,-1,-1,1117633,174180,761534,7115
12,Brandenburg,1064871,412,422.251,-1,-1,-1,-1,710667,86951,535850,200
4,Bremen,337413,1236,495.320,-1,-1,-1,-1,211529,20247,167186,940
2,Hamburg,797951,1907,431.966,-1,-1,-1,-1,526106,80320,386205,7309
6,Hessen,2856184,6055,454.222,-1,-1,-1,-1,1904695,226089,1180759,16829
13,Mecklenburg-Vorpommern,756028,710,470.126,-1,-1,-1,-1,539278,61641,360050,933
3,Niedersachsen,3707267,5400,463.779,-1,-1,-1,-1,2319765,219778,1593444,14031
5,Nordrhein-Westfalen,8674814,8477,483.351,-1,-1,-1,-1,5729083,643522,3867006,57233
7,Rheinland-Pfalz,1802501,2684,440.289,-1,-1,-1,-1,1220359,145390,891131,4097
10,Saarland,481413,277,487.810,-1,-1,-1,-1,361110,35304,247733,907
14,Sachsen,1655892,4499,406.656,-1,-1,-1,-1,1132865,158727,980315,11395
15,Sachsen-Anhalt,967580,95,440.855,-1,-1,-1,-1,671790,79213,460184,1079
1,Schleswig-Holstein,1376518,7761,474.045,-1,-1,-1,-1,934661,94761,671102,6778
16,Thüringen,937840,1047,439.603,-1,-1,-1,-1,652278,109962,480504,6025
0,Gesamt,37994105,74534,456.843,-1,-1,-1,-1,25418032,3039156,17745575,212882
