RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7631369,10944,687.486,-1,-1,-1,-1,5441879,560364,7404113,4579,1208225
9,Bayern,9056725,12864,690.050,-1,-1,-1,-1,6555358,684212,8772118,6763,1638838
11,Berlin,2637955,6255,718.889,-1,-1,-1,-1,1868017,303689,2535897,2790,536048
12,Brandenburg,1633342,2424,647.665,-1,-1,-1,-1,1142763,132866,1571176,1113,244003
4,Bremen,564270,754,828.345,-1,-1,-1,-1,385590,35494,545170,228,89608
2,Hamburg,1418615,1753,767.959,-1,-1,-1,-1,1006675,119917,1377979,858,191408
6,Hessen,4480341,4822,712.513,-1,-1,-1,-1,3166925,352075,4253123,2209,633896
13,Mecklenburg-Vorpommern,1118218,2399,695.350,-1,-1,-1,-1,824609,83894,1078049,1040,172145
3,Niedersachsen,5880487,6157,735.649,-1,-1,-1,-1,3857642,472496,5628094,3091,891349
5,Nordrhein-Westfalen,13477113,11480,750.930,-1,-1,-1,-1,9620725,795382,12852512,9167,2246315
7,Rheinland-Pfalz,2971051,2642,725.726,-1,-1,-1,-1,2154008,215103,2794210,1276,459174
10,Saarland,763514,860,773.659,-1,-1,-1,-1,575878,57752,737206,406,129528
14,Sachsen,2457209,3442,603.445,-1,-1,-1,-1,1837319,213648,2358037,1631,369879
15,Sachsen-Anhalt,1459577,2416,665.021,-1,-1,-1,-1,1040020,123046,1416932,1056,229931
1,Schleswig-Holstein,2192930,1276,755.200,-1,-1,-1,-1,1532449,169828,2116847,704,346329
16,Thüringen,1368159,1633,645.286,-1,-1,-1,-1,984735,128518,1328017,710,258830
0,Gesamt,59305574,72214,713.093,-1,-1,-1,-1,42078351,4531115,56956469,37639,9658740
