RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7229054,3500,651.243,-1,-1,-1,-1,5095880,551377,6936758,4773,105456
9,Bayern,8471931,2481,645.493,-1,-1,-1,-1,6048915,668417,8103174,3996,70166
11,Berlin,2462403,696,671.048,-1,-1,-1,-1,1728769,285403,2339028,1329,42402
12,Brandenburg,1548656,180,614.085,-1,-1,-1,-1,1068461,131899,1467448,81,9889
4,Bremen,534810,308,785.098,-1,-1,-1,-1,362142,34807,507742,588,8576
2,Hamburg,1319308,483,714.200,-1,-1,-1,-1,931074,118379,1253157,655,6488
6,Hessen,4248163,1532,675.590,-1,-1,-1,-1,2965186,343068,3980830,2682,52058
13,Mecklenburg-Vorpommern,1053845,36,655.320,-1,-1,-1,-1,769006,82406,1004345,55,7479
3,Niedersachsen,5635896,353,705.050,-1,-1,-1,-1,3635068,470773,5300894,1564,22558
5,Nordrhein-Westfalen,12961731,3393,722.214,-1,-1,-1,-1,9154521,791392,12064992,9208,153728
7,Rheinland-Pfalz,2844772,219,694.880,-1,-1,-1,-1,2043807,213948,2627002,136,33970
10,Saarland,727364,49,737.029,-1,-1,-1,-1,545362,57318,693930,7,5626
14,Sachsen,2333963,745,573.178,-1,-1,-1,-1,1724946,208719,2209075,1482,11369
15,Sachsen-Anhalt,1376624,19,627.226,-1,-1,-1,-1,968963,118852,1322585,9,17264
1,Schleswig-Holstein,2111898,1308,727.294,-1,-1,-1,-1,1459733,168454,2013705,3794,39523
16,Thüringen,1280266,261,603.832,-1,-1,-1,-1,915574,126327,1234871,86,13815
0,Gesamt,56333379,15563,677.355,-1,-1,-1,-1,39499441,4454149,53243670,30445,600519
