RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,587809,22516,52.954,318116,226000,18473,81231,470983,30803,292124,8815
9,Bayern,767969,2403,58.513,330441,350733,34410,120145,636768,26260,382160,2057
11,Berlin,201025,5839,54.783,137085,64698,150,42669,166199,7723,124144,2090
12,Brandenburg,117854,4693,46.732,47459,62913,5063,22125,89140,4207,76295,432
4,Bremen,41743,2149,61.278,18259,19299,727,8073,31490,2169,21945,323
2,Hamburg,108141,2911,58.542,45736,55391,2011,15740,84001,1807,56710,1448
6,Hessen,321415,11167,51.115,163751,126850,8202,50731,281244,10239,151820,6164
13,Mecklenburg-Vorpommern,87249,3256,54.255,28343,35630,1806,24024,76652,4820,51793,1110
3,Niedersachsen,409203,16082,51.191,191568,160292,41090,93864,346798,12628,181638,4770
5,Nordrhein-Westfalen,959746,33483,53.476,323123,505582,18201,185138,794705,21634,449292,14989
7,Rheinland-Pfalz,239974,9540,58.617,92431,108418,3155,35970,190300,4536,140571,219
10,Saarland,59748,3302,60.542,34228,21685,323,10062,45901,1854,24397,523
14,Sachsen,235347,8597,57.797,95415,96391,8918,33984,211510,11594,103601,2703
15,Sachsen-Anhalt,111342,5013,50.730,42613,52907,4836,30080,87410,5498,56595,1669
1,Schleswig-Holstein,162163,6790,55.846,69485,66650,9654,50719,131025,4981,93419,1180
16,Thüringen,127282,2423,59.662,64309,53394,6193,22616,104352,8320,64282,2445
0,Gesamt,4541389,140754,54.606,2004260,2008316,163215,827171,3751132,159073,2271784,50938
