RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,2908489,113037,262.017,-1,-1,-1,-1,1942352,162654,817753,13472
9,Bayern,3637647,127240,277.160,-1,-1,-1,-1,2599126,209539,942807,13961
11,Berlin,910760,27744,248.198,-1,-1,-1,-1,630770,54655,340093,7169
12,Brandenburg,624673,22498,247.700,-1,-1,-1,-1,425606,46194,180985,5167
4,Bremen,193471,5388,284.014,-1,-1,-1,-1,131406,10282,60345,1804
2,Hamburg,498669,15923,269.952,-1,-1,-1,-1,324249,38576,124367,3258
6,Hessen,1595311,63840,253.704,-1,-1,-1,-1,1037174,83431,482768,4602
13,Mecklenburg-Vorpommern,464478,22755,288.830,-1,-1,-1,-1,337740,27825,109955,1694
3,Niedersachsen,2179142,86600,272.611,-1,-1,-1,-1,1407505,153562,546629,8683
5,Nordrhein-Westfalen,5041758,166776,280.921,-1,-1,-1,-1,3468086,213942,1329581,12735
7,Rheinland-Pfalz,1091807,34939,266.691,-1,-1,-1,-1,769954,42886,331344,12013
10,Saarland,293870,10897,297.775,-1,-1,-1,-1,231111,16089,84647,1345
14,Sachsen,1000144,25992,245.617,-1,-1,-1,-1,713314,54907,397440,18732
15,Sachsen-Anhalt,605037,21047,275.671,-1,-1,-1,-1,423389,38689,156280,5319
1,Schleswig-Holstein,752085,22545,259.003,-1,-1,-1,-1,544620,43031,239140,7769
16,Thüringen,539384,19346,252.831,-1,-1,-1,-1,407301,31762,234664,8318
0,Gesamt,22393183,789714,269.257,-1,-1,-1,-1,15394941,1266702,6381397,126674
