RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8144117,3191,733.678,-1,-1,-1,-1,5850993,634030,8050703,7118,5902800
9,Bayern,9645416,3833,734.904,-1,-1,-1,-1,7047892,758711,9599608,8809,6757187
11,Berlin,2820414,1121,768.612,-1,-1,-1,-1,2013717,328269,2760939,2170,1996052
12,Brandenburg,1742061,834,690.775,-1,-1,-1,-1,1226346,152201,1706210,1335,1184152
4,Bremen,607632,350,892.000,-1,-1,-1,-1,415264,45159,591113,598,405121
2,Hamburg,1504682,472,814.551,-1,-1,-1,-1,1076580,127123,1473960,1681,956767
6,Hessen,4783475,1977,760.721,-1,-1,-1,-1,3406686,404866,4575075,3957,3211648
13,Mecklenburg-Vorpommern,1186312,590,737.693,-1,-1,-1,-1,876237,98351,1169648,1203,826678
3,Niedersachsen,6213152,2187,777.265,-1,-1,-1,-1,4136724,512639,6048230,4667,4612035
5,Nordrhein-Westfalen,14283497,2304,795.861,-1,-1,-1,-1,10280621,899553,13820773,5196,9966272
7,Rheinland-Pfalz,3147388,1076,768.799,-1,-1,-1,-1,2298396,240428,3001818,2493,2210482
10,Saarland,805497,285,816.200,-1,-1,-1,-1,607525,65424,790745,927,601790
14,Sachsen,2626595,1162,645.043,-1,-1,-1,-1,1977069,240418,2549235,2477,1741839
15,Sachsen-Anhalt,1552438,227,707.331,-1,-1,-1,-1,1107554,145040,1549614,509,1038320
1,Schleswig-Holstein,2319906,2596,798.928,-1,-1,-1,-1,1637371,190000,2288130,3598,1778241
16,Thüringen,1472769,823,694.625,-1,-1,-1,-1,1068287,140600,1449592,2380,992249
0,Gesamt,63056650,23037,758.196,-1,-1,-1,-1,45116888,5066086,61618946,49147,44315926
