RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8194970,502,738.259,-1,-1,-1,-1,5893251,638455,8198330,852,6232111
9,Bayern,9704757,296,739.425,-1,-1,-1,-1,7101502,762069,9778714,653,7235777
11,Berlin,2838065,125,773.422,-1,-1,-1,-1,2028141,329796,2809838,158,2141834
12,Brandenburg,1753311,5,695.236,-1,-1,-1,-1,1235960,153181,1738872,21,1280213
4,Bremen,612469,1,899.100,-1,-1,-1,-1,419320,45508,603273,16,431653
2,Hamburg,1533290,65,830.038,-1,-1,-1,-1,1101143,129572,1527373,154,1081921
6,Hessen,4819038,136,766.377,-1,-1,-1,-1,3438523,406785,4669234,277,3468738
13,Mecklenburg-Vorpommern,1194748,5,742.939,-1,-1,-1,-1,883066,99082,1191916,21,893645
3,Niedersachsen,6263249,1219,783.532,-1,-1,-1,-1,4181998,515279,6180788,269,4963268
5,Nordrhein-Westfalen,14383490,320,801.433,-1,-1,-1,-1,10367487,906401,14078104,676,10754121
7,Rheinland-Pfalz,3171824,146,774.768,-1,-1,-1,-1,2316704,241843,3062100,517,2362076
10,Saarland,810109,3,820.873,-1,-1,-1,-1,611123,65710,805647,2,636015
14,Sachsen,2645711,5,649.737,-1,-1,-1,-1,1993558,241712,2602756,16,1896122
15,Sachsen-Anhalt,1565716,0,713.381,-1,-1,-1,-1,1118848,146382,1586038,0,1151118
1,Schleswig-Holstein,2337818,25,805.097,-1,-1,-1,-1,1653271,191013,2338321,91,1991564
16,Thüringen,1485054,2,700.419,-1,-1,-1,-1,1078444,141112,1481076,6,1071714
0,Gesamt,63515372,2855,763.711,-1,-1,-1,-1,45512372,5097218,62847041,3729,47732256
