RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7573673,15317,682.289,-1,-1,-1,-1,5394352,556625,6926115,9440,924137
9,Bayern,9002287,19837,685.902,-1,-1,-1,-1,6509996,680368,8255915,11393,1335733
11,Berlin,2620248,5860,714.063,-1,-1,-1,-1,1854419,300684,2407511,2735,461183
12,Brandenburg,1626073,3544,644.783,-1,-1,-1,-1,1136596,132458,1461079,2066,206972
4,Bremen,562167,1071,825.257,-1,-1,-1,-1,383894,35436,498547,642,80024
2,Hamburg,1410015,2450,763.304,-1,-1,-1,-1,1001395,119582,1275061,1408,164664
6,Hessen,4456366,7393,708.701,-1,-1,-1,-1,3148048,348927,4002077,4418,531825
13,Mecklenburg-Vorpommern,1110893,3483,690.795,-1,-1,-1,-1,818471,83230,1011141,1694,146095
3,Niedersachsen,5856585,9396,732.659,-1,-1,-1,-1,3836363,471963,5195812,6632,748550
5,Nordrhein-Westfalen,13447374,14964,749.273,-1,-1,-1,-1,9590736,794820,12062594,13416,1850983
7,Rheinland-Pfalz,2957266,3701,722.359,-1,-1,-1,-1,2142165,214619,2627878,2839,374723
10,Saarland,760872,1296,770.982,-1,-1,-1,-1,573804,57573,689445,682,109994
14,Sachsen,2445570,4837,600.586,-1,-1,-1,-1,1826844,212945,2253908,3079,303958
15,Sachsen-Anhalt,1450062,4692,660.686,-1,-1,-1,-1,1033195,121433,1309152,2446,194687
1,Schleswig-Holstein,2187755,3167,753.418,-1,-1,-1,-1,1527754,169541,1982154,2002,306800
16,Thüringen,1356545,3858,639.808,-1,-1,-1,-1,978793,127094,1239144,1781,230964
0,Gesamt,59018263,104974,709.638,-1,-1,-1,-1,41840419,4510108,53376330,66804,7981435
