RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8214353,234,740.006,-1,-1,-1,-1,5905965,640890,8235958,451,6338355
9,Bayern,9729069,112,741.277,-1,-1,-1,-1,7119305,763618,9826884,266,7384301
11,Berlin,2846503,73,775.721,-1,-1,-1,-1,2034558,330144,2823921,139,2186535
12,Brandenburg,1757435,1,696.871,-1,-1,-1,-1,1238759,153437,1747493,1,1311909
4,Bremen,614567,0,902.180,-1,-1,-1,-1,420827,45816,606770,1,440605
2,Hamburg,1540340,0,833.854,-1,-1,-1,-1,1106861,129936,1538980,3,1112506
6,Hessen,4832903,82,768.582,-1,-1,-1,-1,3449350,407528,4696710,122,3562766
13,Mecklenburg-Vorpommern,1197929,13,744.917,-1,-1,-1,-1,885003,99408,1199097,7,915946
3,Niedersachsen,6281857,33,785.860,-1,-1,-1,-1,4194157,516871,6217137,94,5078036
5,Nordrhein-Westfalen,14423547,71,803.665,-1,-1,-1,-1,10397860,909827,14151579,176,11013805
7,Rheinland-Pfalz,3180336,181,776.847,-1,-1,-1,-1,2322977,242550,3081605,7,2414640
10,Saarland,811620,1,822.404,-1,-1,-1,-1,612218,65829,809673,1,649477
14,Sachsen,2653387,43,651.622,-1,-1,-1,-1,1998799,242055,2618235,24,1951355
15,Sachsen-Anhalt,1569971,0,715.320,-1,-1,-1,-1,1121884,146684,1596707,0,1183564
1,Schleswig-Holstein,2343194,12,806.948,-1,-1,-1,-1,1657139,191417,2350934,40,2095599
16,Thüringen,1489012,0,702.286,-1,-1,-1,-1,1081139,141245,1490165,2,1096662
0,Gesamt,63688050,856,765.788,-1,-1,-1,-1,45637061,5110590,63186837,1334,48878207
