RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7384458,6507,665.243,-1,-1,-1,-1,5230692,553326,6755426,10462
9,Bayern,8705806,7902,663.313,-1,-1,-1,-1,6248105,674036,8000361,12177
11,Berlin,2530340,2369,689.562,-1,-1,-1,-1,1778298,296112,2326114,3599
12,Brandenburg,1588562,1462,629.909,-1,-1,-1,-1,1103302,132055,1423505,2331
4,Bremen,550498,445,808.127,-1,-1,-1,-1,373969,35320,485906,691
2,Hamburg,1370024,1702,741.655,-1,-1,-1,-1,970968,118861,1236312,2485
6,Hessen,4344664,3515,690.937,-1,-1,-1,-1,3047941,345767,3896543,6731
13,Mecklenburg-Vorpommern,1079304,1023,671.151,-1,-1,-1,-1,790162,82732,984521,1507
3,Niedersachsen,5743119,3346,718.464,-1,-1,-1,-1,3730179,471143,5056803,7100
5,Nordrhein-Westfalen,13213447,7771,736.239,-1,-1,-1,-1,9374356,793545,11777431,17658
7,Rheinland-Pfalz,2905391,2065,709.687,-1,-1,-1,-1,2095627,214212,2566998,4313
10,Saarland,744039,456,753.925,-1,-1,-1,-1,559272,57390,674462,758
14,Sachsen,2387595,1908,586.349,-1,-1,-1,-1,1772923,210882,2197522,2857
15,Sachsen-Anhalt,1407522,768,641.304,-1,-1,-1,-1,995415,119466,1269881,1060
1,Schleswig-Holstein,2147992,2016,739.724,-1,-1,-1,-1,1492174,168791,1945653,3421
16,Thüringen,1313667,391,615.769,-1,-1,-1,-1,942187,126640,1205415,547
0,Gesamt,57609928,43664,692.704,-1,-1,-1,-1,40588293,4483003,51980167,77771
