RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7122136,13366,641.611,-1,-1,-1,-1,5008234,549681,6420869,12878
9,Bayern,8359747,14032,636.946,-1,-1,-1,-1,5956628,664884,7547709,16087
11,Berlin,2436322,3636,663.940,-1,-1,-1,-1,1708950,281366,2192225,5862
12,Brandenburg,1526787,2695,605.413,-1,-1,-1,-1,1051149,131810,1341639,3442
4,Bremen,526901,1063,773.487,-1,-1,-1,-1,356219,34430,457833,1181
2,Hamburg,1302222,2155,704.951,-1,-1,-1,-1,917543,118227,1149317,3118
6,Hessen,4189389,8370,666.243,-1,-1,-1,-1,2916502,342296,3681403,9405
13,Mecklenburg-Vorpommern,1041429,2027,647.599,-1,-1,-1,-1,759000,82144,930641,2843
3,Niedersachsen,5569829,9462,696.785,-1,-1,-1,-1,3587286,470346,4787919,14495
5,Nordrhein-Westfalen,12798994,20164,713.146,-1,-1,-1,-1,9016450,789494,11043742,36010
7,Rheinland-Pfalz,2803665,5032,684.839,-1,-1,-1,-1,2011276,211989,2429581,7231
10,Saarland,719056,1135,728.610,-1,-1,-1,-1,538662,57294,642657,1281
14,Sachsen,2299774,5408,564.782,-1,-1,-1,-1,1697188,204714,2079010,5150
15,Sachsen-Anhalt,1357390,2442,618.462,-1,-1,-1,-1,953719,118503,1204985,2726
1,Schleswig-Holstein,2085175,4208,718.092,-1,-1,-1,-1,1437614,168016,1829510,8233
16,Thüringen,1264174,2597,592.569,-1,-1,-1,-1,904065,125193,1152235,1849
0,Gesamt,55595233,97861,668.479,-1,-1,-1,-1,38902117,4432950,49066747,131840
