RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,518788,13118,46.736,295270,185695,15092,78791,443698,29157,268877,5258
9,Bayern,718914,14985,54.775,309219,328591,29461,118108,611690,22762,359275,6659
11,Berlin,185086,8676,50.439,125251,59894,150,41801,154847,6370,117883,2348
12,Brandenburg,104318,0,41.365,44286,54874,2805,21706,85573,4160,74702,0
4,Bremen,36194,824,53.133,16855,15434,511,8016,29387,1931,20970,549
2,Hamburg,100548,2086,54.431,42254,51364,1978,15669,80097,1805,52849,455
6,Hessen,289871,10011,46.098,145367,114570,6912,50060,258484,8918,136932,2920
13,Mecklenburg-Vorpommern,79501,0,49.437,23316,33416,1615,23289,72271,3192,48997,0
3,Niedersachsen,362854,0,45.393,161111,147181,38794,91563,315120,10988,168877,0
5,Nordrhein-Westfalen,857180,18220,47.761,267686,461972,16960,180817,726453,19660,388328,5795
7,Rheinland-Pfalz,205882,550,50.290,76484,91949,1573,35876,173357,4536,139980,485
10,Saarland,50510,0,51.181,28734,18334,14,9935,40501,1493,22779,0
14,Sachsen,212333,6951,52.145,74947,86039,6516,33980,193518,10838,95582,1986
15,Sachsen-Anhalt,97384,0,44.371,35700,47583,4398,28057,79821,3833,52392,0
1,Schleswig-Holstein,140184,0,48.277,59359,56040,9562,49308,119839,4178,89010,0
16,Thüringen,119560,5143,56.043,59000,51249,6057,21644,98825,7196,57822,0
0,Gesamt,4079107,80564,49.047,1764839,1804185,142398,808620,3483481,141017,2095255,26455
