RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,4788198,22177,431.354,-1,-1,-1,-1,3263321,410802,2167247,40446
9,Bayern,5675353,11810,432.417,-1,-1,-1,-1,4010270,397252,2628097,57995
11,Berlin,1588518,23883,432.899,-1,-1,-1,-1,1085364,162347,715162,18127
12,Brandenburg,1013079,16572,401.714,-1,-1,-1,-1,695108,79784,517977,17178
4,Bremen,316923,4777,465.241,-1,-1,-1,-1,206283,19547,160402,3539
2,Hamburg,771219,6606,417.495,-1,-1,-1,-1,519486,79740,360335,9466
6,Hessen,2783013,8993,442.585,-1,-1,-1,-1,1880122,225004,1117994,15733
13,Mecklenburg-Vorpommern,731934,10712,455.144,-1,-1,-1,-1,531005,60851,338224,16601
3,Niedersachsen,3540115,31972,442.868,-1,-1,-1,-1,2288178,218848,1480132,58218
5,Nordrhein-Westfalen,8410656,12799,468.633,-1,-1,-1,-1,5676213,638088,3602419,60623
7,Rheinland-Pfalz,1745128,10385,426.275,-1,-1,-1,-1,1204241,138548,861899,9791
10,Saarland,469457,1603,475.695,-1,-1,-1,-1,358085,34515,235120,5121
14,Sachsen,1601818,21113,393.377,-1,-1,-1,-1,1115004,157844,936668,24090
15,Sachsen-Anhalt,928646,13834,423.115,-1,-1,-1,-1,663101,76992,438536,15778
1,Schleswig-Holstein,1307758,18467,450.365,-1,-1,-1,-1,909665,90289,641547,17925
16,Thüringen,909689,12055,426.408,-1,-1,-1,-1,643274,107170,456435,12327
0,Gesamt,36695899,229597,441.233,-1,-1,-1,-1,25073728,2968713,16708899,384514
