RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,2546722,43661,229.426,-1,-1,-1,-1,1648514,114719,779948,6601
9,Bayern,3229185,55809,246.038,-1,-1,-1,-1,2236101,183642,910900,3844
11,Berlin,822271,13192,224.083,-1,-1,-1,-1,549098,51880,323672,3713
12,Brandenburg,567255,4542,224.932,-1,-1,-1,-1,380139,43189,177442,960
4,Bremen,176859,2158,259.628,-1,-1,-1,-1,117940,10179,55151,1141
2,Hamburg,452952,6032,245.203,-1,-1,-1,-1,289614,28307,114562,3060
6,Hessen,1384949,31535,220.250,-1,-1,-1,-1,874865,67390,469204,2036
13,Mecklenburg-Vorpommern,398804,10537,247.991,-1,-1,-1,-1,279441,26399,105814,431
3,Niedersachsen,1907433,37902,238.620,-1,-1,-1,-1,1175265,141092,524922,1851
5,Nordrhein-Westfalen,4464814,73417,248.775,-1,-1,-1,-1,2938369,188068,1278013,10957
7,Rheinland-Pfalz,972595,14673,237.572,-1,-1,-1,-1,663251,41265,299073,9539
10,Saarland,260452,4819,263.913,-1,-1,-1,-1,198949,15159,80524,711
14,Sachsen,923758,11383,226.858,-1,-1,-1,-1,644732,53549,347366,10323
15,Sachsen-Anhalt,535430,8452,243.956,-1,-1,-1,-1,357642,36280,141030,2361
1,Schleswig-Holstein,678691,7021,233.727,-1,-1,-1,-1,473323,41663,216526,6236
16,Thüringen,484463,6801,227.087,-1,-1,-1,-1,355235,29575,212757,5613
0,Gesamt,19854550,333009,238.732,-1,-1,-1,-1,13183715,1103099,6038063,69691
