RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,683111,19533,61.539,349555,279208,25157,84757,509351,32327,323830,6305
9,Bayern,893581,20573,68.084,382200,409724,49061,124319,692592,34253,439254,5727
11,Berlin,229311,7276,62.491,157730,73479,150,43278,185421,11359,129678,994
12,Brandenburg,129196,75,51.230,49495,70249,6677,22982,91665,4227,77668,309
4,Bremen,48323,1191,70.938,20634,23234,1004,8209,33801,2774,23046,298
2,Hamburg,121158,2889,65.588,51298,62576,2202,15925,88666,3478,61786,1188
6,Hessen,379480,13471,60.349,183046,160683,11826,50347,308498,12813,169370,271
13,Mecklenburg-Vorpommern,93201,0,57.956,31283,38362,1934,24504,80163,5175,53647,0
3,Niedersachsen,464397,476,58.096,221549,183769,45047,95239,376950,14832,199508,1172
5,Nordrhein-Westfalen,1073810,22487,59.832,379481,561256,20107,186613,854194,23617,495875,9008
7,Rheinland-Pfalz,267383,777,65.312,95254,130833,5250,36046,193749,4543,141970,37
10,Saarland,69345,0,70.266,39177,25504,993,10264,50709,2277,26519,0
14,Sachsen,266909,9404,65.548,108272,104335,11992,33988,233928,12687,113544,2151
15,Sachsen-Anhalt,122621,446,55.869,46541,59697,5342,30629,91517,6881,61019,0
1,Schleswig-Holstein,186133,5158,64.100,80845,78403,9755,51588,143118,5900,96050,71
16,Thüringen,142256,5195,66.681,67512,63386,7483,23566,108343,8318,71644,280
0,Gesamt,5170215,108951,62.167,2263872,2324698,203980,842254,4042665,185461,2484408,27811
