RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,883965,24853,79.634,409111,387027,48743,91018,588993,38096,392317,6544
9,Bayern,1147115,30424,87.401,512968,505438,79127,131677,811751,49691,516205,11062
11,Berlin,303637,8598,82.746,206583,102573,150,45126,224920,18948,143833,1560
12,Brandenburg,187196,5845,74.228,78339,92542,15116,25004,115672,9527,80947,427
4,Bremen,61555,1416,90.362,24893,31416,1400,8650,38555,3037,26116,535
2,Hamburg,155380,3403,84.114,64307,81734,4193,15986,101356,6985,71770,1464
6,Hessen,514218,15041,81.777,222351,212933,37042,52735,375533,17933,214117,5066
13,Mecklenburg-Vorpommern,119881,2843,74.546,42501,50878,3534,27093,92504,6328,58293,771
3,Niedersachsen,606701,12909,75.898,274276,263152,55142,99861,427327,21851,262173,9000
5,Nordrhein-Westfalen,1384577,24382,77.147,499111,745856,26873,193249,986740,29677,604897,9704
7,Rheinland-Pfalz,349682,13335,85.415,119165,184660,9068,36789,221462,5152,144605,88
10,Saarland,89244,3223,90.430,48166,32437,3469,11737,60115,3654,33478,706
14,Sachsen,317780,4287,78.041,125269,122045,20874,33995,263186,14236,145749,5091
15,Sachsen-Anhalt,161437,5875,73.555,64351,76096,8695,32953,107623,8447,70166,1744
1,Schleswig-Holstein,246457,8347,84.875,110702,103009,12748,56297,171939,9271,99442,228
16,Thüringen,183370,4299,85.953,87759,73941,16893,26237,124809,8314,87584,2783
0,Gesamt,6712195,169080,80.708,2889852,3065737,343067,888407,4712485,251147,2951692,56773
