RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8213240,697,739.905,-1,-1,-1,-1,5905237,640723,8233840,1514,6332323
9,Bayern,9727994,876,741.195,-1,-1,-1,-1,7118439,763557,9824360,1876,7377165
11,Berlin,2846084,403,775.607,-1,-1,-1,-1,2034293,330119,2823242,816,2184053
12,Brandenburg,1757307,145,696.821,-1,-1,-1,-1,1238671,153435,1747261,344,1311132
4,Bremen,614484,62,902.058,-1,-1,-1,-1,420770,45790,606580,159,440076
2,Hamburg,1540197,333,833.777,-1,-1,-1,-1,1106747,129919,1538541,614,1111286
6,Hessen,4831834,344,768.412,-1,-1,-1,-1,3448534,407488,4694659,702,3556535
13,Mecklenburg-Vorpommern,1197773,136,744.820,-1,-1,-1,-1,884934,99387,1198794,437,915153
3,Niedersachsen,6281247,357,785.784,-1,-1,-1,-1,4193661,516808,6215607,937,5074205
5,Nordrhein-Westfalen,14421170,806,803.532,-1,-1,-1,-1,10395970,909567,14148241,1598,11002033
7,Rheinland-Pfalz,3179797,139,776.715,-1,-1,-1,-1,2322499,242523,3081001,401,2412784
10,Saarland,811551,55,822.334,-1,-1,-1,-1,612162,65822,809498,143,648956
14,Sachsen,2653053,400,651.540,-1,-1,-1,-1,1998571,242033,2617626,811,1949669
15,Sachsen-Anhalt,1569843,122,715.261,-1,-1,-1,-1,1121799,146671,1596356,383,1182636
1,Schleswig-Holstein,2342942,283,806.861,-1,-1,-1,-1,1656959,191392,2350367,496,2094003
16,Thüringen,1488801,122,702.186,-1,-1,-1,-1,1081041,141238,1489757,303,1095811
0,Gesamt,63679341,5280,765.683,-1,-1,-1,-1,45630544,5109807,63170716,11549,48829949
