RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8197919,976,738.525,-1,-1,-1,-1,5894778,638799,8203978,1994,6247684
9,Bayern,9708549,1217,739.714,-1,-1,-1,-1,7103960,762365,9787064,3083,7258746
11,Berlin,2838914,477,773.653,-1,-1,-1,-1,2028630,329814,2811217,728,2146322
12,Brandenburg,1753936,216,695.484,-1,-1,-1,-1,1236347,153205,1740430,544,1285605
4,Bremen,612763,61,899.532,-1,-1,-1,-1,419498,45544,603808,189,432893
2,Hamburg,1535697,275,831.341,-1,-1,-1,-1,1102957,129634,1530979,473,1088057
6,Hessen,4820822,486,766.660,-1,-1,-1,-1,3439740,406891,4673952,1538,3482040
13,Mecklenburg-Vorpommern,1195415,172,743.353,-1,-1,-1,-1,883357,99122,1193036,349,896891
3,Niedersachsen,6268840,496,784.232,-1,-1,-1,-1,4184127,515503,6187487,1777,4983231
5,Nordrhein-Westfalen,14389781,1026,801.783,-1,-1,-1,-1,10371747,906827,14091369,3138,10796843
7,Rheinland-Pfalz,3173504,253,775.178,-1,-1,-1,-1,2317680,241937,3065746,834,2371297
10,Saarland,810372,70,821.140,-1,-1,-1,-1,611297,65718,806379,197,638445
14,Sachsen,2647443,485,650.163,-1,-1,-1,-1,1994642,241797,2605823,912,1906223
15,Sachsen-Anhalt,1566483,213,713.731,-1,-1,-1,-1,1119313,146435,1588100,585,1157051
1,Schleswig-Holstein,2338681,540,805.394,-1,-1,-1,-1,1653747,191065,2340348,843,2016579
16,Thüringen,1485628,223,700.690,-1,-1,-1,-1,1078946,141141,1482660,650,1075369
0,Gesamt,63546532,7191,764.086,-1,-1,-1,-1,45530827,5099119,62907089,17845,47923824
