RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8219745,387,740.491,-1,-1,-1,-1,5910186,641457,8245743,562,6358232
9,Bayern,9732548,331,741.542,-1,-1,-1,-1,7122172,763804,9835329,943,7413316
11,Berlin,2848898,146,776.374,-1,-1,-1,-1,2036623,330233,2828362,251,2200586
12,Brandenburg,1758151,82,697.155,-1,-1,-1,-1,1239306,153449,1749226,238,1318856
4,Bremen,614887,26,902.650,-1,-1,-1,-1,421099,45849,607358,94,442861
2,Hamburg,1541384,183,834.420,-1,-1,-1,-1,1107750,130004,1540926,363,1121455
6,Hessen,4835422,169,768.982,-1,-1,-1,-1,3451462,407719,4701266,351,3581068
13,Mecklenburg-Vorpommern,1198542,80,745.298,-1,-1,-1,-1,885474,99476,1200397,161,921863
3,Niedersachsen,6284690,163,786.214,-1,-1,-1,-1,4196435,517177,6222744,399,5097217
5,Nordrhein-Westfalen,14431218,393,804.092,-1,-1,-1,-1,10404032,910336,14165891,869,11064359
7,Rheinland-Pfalz,3181871,92,777.222,-1,-1,-1,-1,2324132,242725,3084370,240,2426501
10,Saarland,811863,17,822.650,-1,-1,-1,-1,612415,65843,810211,70,651972
14,Sachsen,2654554,103,651.909,-1,-1,-1,-1,1999683,242094,2621238,310,1962855
15,Sachsen-Anhalt,1570594,52,715.604,-1,-1,-1,-1,1122335,146732,1598587,177,1190373
1,Schleswig-Holstein,2343845,57,807.172,-1,-1,-1,-1,1657680,191461,2352453,128,2103287
16,Thüringen,1489663,39,702.593,-1,-1,-1,-1,1081622,141272,1491721,104,1101901
0,Gesamt,63719934,2320,766.171,-1,-1,-1,-1,45662696,5112967,63250855,5263,49099191
